ValuationDate,SchemeName,ISIN,NAV,AUM_Cr
2025-11-25,Alpha Equity Fund - Regular,INF17145002,369.3368,1745.65
2025-10-30,Short Term Debt Fund,INF49348203,1232.8887,737.86
2025-11-22,Arbitrage Edge Fund,INF49195604,103.5247,2818.75
2025-11-18,Short Term Debt Fund,INF63835905,67.6195,4910.83
2025-11-07,Balanced Advantage Fund,INF91542906,1899.686,2399.25
2025-11-25,Liquid Ultra Fund,INF73776907,1455.5218,3678.13
2025-10-31,Overnight Fund,INF65624708,136.4999,1011.07
2025-11-23,Alpha Equity Fund - Regular,INF42349909,793.8898,4614.94
2025-10-25,Alpha Equity Fund - Regular,INF53501600,410.5816,283.27
2025-11-14,Balanced Advantage Fund,INF98095701,466.1739,2031.87
2025-11-09,Alpha Equity Fund - Regular,INF97518502,1728.5719,4703.15
2025-11-06,Overnight Fund,INF67693203,1964.4755,1817.62
2025-11-16,Dynamic Asset Allocator,INF22443704,1330.5698,4070.73
2025-10-30,Liquid Ultra Fund,INF44959805,121.7793,4477.04
2025-10-30,Balanced Advantage Fund,INF79347206,1997.517,3090.03
2025-11-22,Overnight Fund,INF36058607,1917.1202,2534.96
2025-11-20,Dynamic Asset Allocator,INF98120808,508.4718,828.8
2025-11-21,Liquid Ultra Fund,INF83323009,875.8198,4473.12
2025-10-24,Liquid Ultra Fund,INF97845200,1853.8732,2174.63
2025-10-30,Dynamic Asset Allocator,INF86588901,124.1921,529.69
2025-11-22,Alpha Equity Fund - Regular,INF73708002,1477.3773,3895.73
2025-11-02,Balanced Advantage Fund,INF82482903,696.2284,2228.21
2025-11-13,Arbitrage Edge Fund,INF78021904,973.9406,432.04
2025-11-23,Liquid Ultra Fund,INF16528905,849.8059,4273.46
2025-10-27,Overnight Fund,INF17472306,1241.8205,371.3
2025-10-22,Overnight Fund,INF16519507,1786.6508,3703.16
2025-10-24,Balanced Advantage Fund,INF96368008,1786.6912,341.18
2025-10-22,Overnight Fund,INF95850609,323.0991,3050.85
2025-10-24,Alpha Equity Fund - Regular,INF90733800,868.8422,4344.0
2025-11-03,Arbitrage Edge Fund,INF92606401,967.094,585.65
2025-11-25,Dynamic Asset Allocator,INF48477402,144.0656,1553.3
2025-10-26,Liquid Ultra Fund,INF80548803,55.3715,3323.83
2025-10-25,Balanced Advantage Fund,INF61937704,1094.8501,4307.04
2025-11-15,Arbitrage Edge Fund,INF31746705,993.7724,3737.51
2025-11-01,Liquid Ultra Fund,INF73946906,1084.0177,1459.32
2025-10-21,Overnight Fund,INF49296307,900.8982,1722.85
2025-10-31,Overnight Fund,INF43967608,1075.4998,2844.12
2025-11-23,Short Term Debt Fund,INF16702109,1730.6896,3830.35
2025-11-10,Dynamic Asset Allocator,INF94058100,1614.9875,2062.29
2025-11-19,Balanced Advantage Fund,INF36387501,907.7128,2559.54
2025-10-25,Liquid Ultra Fund,INF34580802,752.1528,2437.62
2025-11-24,Dynamic Asset Allocator,INF57592103,157.7805,3920.97
2025-11-02,Short Term Debt Fund,INF55997804,322.3332,2287.81
2025-11-09,Balanced Advantage Fund,INF91718005,1907.8208,4398.76
2025-11-23,Liquid Ultra Fund,INF58428206,1026.9103,628.08
2025-10-26,Arbitrage Edge Fund,INF14046107,1240.337,4628.99
2025-11-26,Alpha Equity Fund - Regular,INF35029108,387.1269,2866.95
2025-11-22,Arbitrage Edge Fund,INF21498209,339.7204,3022.65
2025-11-15,Liquid Ultra Fund,INF84849500,866.1087,3497.4
2025-11-19,Overnight Fund,INF81517801,1720.6649,268.24
2025-11-11,Balanced Advantage Fund,INF50361302,231.1861,822.58
2025-11-19,Dynamic Asset Allocator,INF44321303,1579.0423,4094.73
2025-11-20,Balanced Advantage Fund,INF31502804,561.3443,106.84
2025-11-03,Dynamic Asset Allocator,INF16314805,371.2469,2236.06
2025-11-08,Dynamic Asset Allocator,INF76748606,1152.6653,3429.88
2025-11-08,Short Term Debt Fund,INF43884907,1379.0098,1995.54
2025-11-26,Liquid Ultra Fund,INF75024408,646.5757,125.33
2025-11-26,Balanced Advantage Fund,INF62352109,1229.1565,4975.16
2025-10-22,Overnight Fund,INF75343700,1098.2321,1211.02
2025-10-28,Dynamic Asset Allocator,INF86854401,1650.1993,1654.8
2025-11-15,Arbitrage Edge Fund,INF42555502,1928.7858,2718.29
2025-10-24,Dynamic Asset Allocator,INF14531603,1998.3962,4101.74
2025-11-18,Overnight Fund,INF59623304,189.9022,4773.07
2025-11-17,Dynamic Asset Allocator,INF12605805,891.7732,2080.42
2025-11-14,Alpha Equity Fund - Regular,INF70493706,115.2243,2320.12
2025-11-17,Dynamic Asset Allocator,INF41792407,1960.4756,408.16
2025-10-28,Short Term Debt Fund,INF56712208,464.0509,4281.29
2025-11-17,Dynamic Asset Allocator,INF11327709,1839.7366,2207.72
2025-11-26,Overnight Fund,INF90328700,301.2817,3987.01
2025-11-10,Overnight Fund,INF83761201,1389.2853,1758.02
2025-11-25,Dynamic Asset Allocator,INF28655402,878.4638,1858.94
2025-11-13,Dynamic Asset Allocator,INF69042003,750.9344,1437.59
2025-11-07,Overnight Fund,INF50190504,43.844,1036.58
2025-11-06,Short Term Debt Fund,INF61643105,735.8477,3432.55
2025-10-21,Liquid Ultra Fund,INF78684206,124.6833,1515.77
2025-10-22,Dynamic Asset Allocator,INF16624007,1718.1409,2519.79
2025-10-21,Balanced Advantage Fund,INF83963008,855.3191,430.57
2025-11-22,Arbitrage Edge Fund,INF15781709,1454.3508,2106.5
2025-10-26,Arbitrage Edge Fund,INF67410400,343.7556,158.77
2025-11-13,Arbitrage Edge Fund,INF13494401,665.8067,2263.6
2025-11-02,Overnight Fund,INF16923202,142.9089,2668.7
2025-11-22,Alpha Equity Fund - Regular,INF94080103,1282.4641,3031.91
2025-11-07,Dynamic Asset Allocator,INF74095904,320.3426,4740.44
2025-11-14,Dynamic Asset Allocator,INF31421605,1352.897,2624.76
2025-11-11,Balanced Advantage Fund,INF75672306,1245.5682,1695.58
2025-10-29,Balanced Advantage Fund,INF43439107,99.8065,1782.64
2025-11-08,Alpha Equity Fund - Regular,INF97342708,31319.1762,283.18
2025-11-03,Alpha Equity Fund - Regular,INF66936209,1486.3682,3263.89
2025-11-07,Overnight Fund,INF69987600,70.9843,4397.78
2025-11-08,Liquid Ultra Fund,INF47781001,550.2108,3774.41
2025-11-20,Short Term Debt Fund,INF66098502,1833.3512,340.61
2025-11-14,Short Term Debt Fund,INF43234703,134.3838,2273.48
2025-11-19,Short Term Debt Fund,INF79387204,1061.0884,4843.96
2025-10-28,Alpha Equity Fund - Regular,INF64668505,1507.5402,1251.01
2025-10-21,Alpha Equity Fund - Regular,INF24246006,774.8578,3859.4
2025-11-18,Balanced Advantage Fund,INF45883307,1947.6545,2164.09
2025-11-11,Dynamic Asset Allocator,INF49719508,748.0603,2281.18
2025-10-30,Short Term Debt Fund,INF13119909,1091.3308,2970.12
2025-11-18,Arbitrage Edge Fund,INF15674800,1310.5271,617.39
2025-11-21,Arbitrage Edge Fund,INF57392301,801.846,3510.96
2025-11-24,Liquid Ultra Fund,INF17031802,624.6654,3718.97
2025-11-07,Overnight Fund,INF54161003,769.858,1805.43
2025-11-22,Dynamic Asset Allocator,INF61885204,1326.0663,4631.7
2025-11-18,Liquid Ultra Fund,INF52120905,1301.472,847.11
2025-11-18,Dynamic Asset Allocator,INF89510806,1825.962,4990.1
2025-11-06,Overnight Fund,INF60105007,765.0226,399.1
2025-11-14,Overnight Fund,INF62573908,1612.2347,1725.04
2025-11-16,Overnight Fund,INF10715309,720.7917,1024.29
2025-11-16,Dynamic Asset Allocator,INF15677000,463.5777,2358.05
2025-11-20,Arbitrage Edge Fund,INF85161401,1653.7659,1738.17
2025-11-25,Liquid Ultra Fund,INF74220902,690.2385,1468.96
2025-10-30,Short Term Debt Fund,INF66175103,423.0139,3816.24
2025-11-17,Arbitrage Edge Fund,INF82904704,1236.3878,4978.03
2025-11-26,Dynamic Asset Allocator,INF99827805,307.3543,2039.2
2025-11-11,Liquid Ultra Fund,INF48847306,1825.0168,1219.81
2025-10-23,Liquid Ultra Fund,INF22401507,593.6267,3516.77
2025-11-05,Alpha Equity Fund - Regular,INF33008208,1843.6326,3492.49
2025-11-05,Alpha Equity Fund - Regular,INF47824009,378.4852,3554.58
2025-11-23,Arbitrage Edge Fund,INF25371100,877.9922,2582.41
2025-10-22,Dynamic Asset Allocator,INF80797601,1174.6401,1275.49
2025-11-20,Dynamic Asset Allocator,INF39747802,110.317,1867.1
2025-11-21,Liquid Ultra Fund,INF22863003,1949.1661,1816.32
2025-10-31,Arbitrage Edge Fund,INF85271504,600.4361,250.67
2025-11-07,Short Term Debt Fund,INF35925105,140.0456,1177.23
2025-10-24,Liquid Ultra Fund,INF85800106,1123.4186,2244.97
2025-11-04,Short Term Debt Fund,INF88074307,151.0351,763.74
2025-10-30,Dynamic Asset Allocator,INF74498008,1684.0721,558.02
2025-11-19,Overnight Fund,INF42684709,1139.5657,2257.46
2025-11-04,Short Term Debt Fund,INF83835200,1965.4703,4249.46
2025-11-14,Short Term Debt Fund,INF38088201,1512.1678,2955.61
2025-11-19,Alpha Equity Fund - Regular,INF27249102,39.317,1188.03
2025-10-27,Liquid Ultra Fund,INF37340603,647.1842,3701.19
2025-11-24,Overnight Fund,INF46031204,1300.7775,1546.33
2025-11-17,Short Term Debt Fund,INF23683005,1086.9828,925.2
2025-11-14,Balanced Advantage Fund,INF42153306,403.6549,1255.72
2025-11-01,Arbitrage Edge Fund,INF76048807,1837.396,3074.74
2025-11-22,Balanced Advantage Fund,INF72300608,1336.0283,3755.42
2025-11-21,Liquid Ultra Fund,INF13787809,404.2331,3051.03
2025-11-26,Short Term Debt Fund,INF23409500,348.5639,3068.89
2025-11-12,Alpha Equity Fund - Regular,INF76260601,877.3962,1661.7
2025-11-07,Balanced Advantage Fund,INF13160102,126.1205,3185.76
2025-10-29,Arbitrage Edge Fund,INF44905503,1208.5594,3917.69
2025-10-25,Overnight Fund,INF20736904,113.3129,1633.33
2025-11-24,Arbitrage Edge Fund,INF19258105,90.583,2593.21
2025-11-05,Short Term Debt Fund,INF82489306,523.9305,2523.12
2025-10-23,Overnight Fund,INF87309207,207.1266,224.42
2025-11-14,Balanced Advantage Fund,INF74039008,200.2973,1370.19
2025-11-07,Alpha Equity Fund - Regular,INF33915009,1937.7606,4977.6
2025-11-12,Balanced Advantage Fund,INF69214700,588.8462,2090.25
2025-10-23,Overnight Fund,INF11999201,1341.079,3575.23
2025-10-28,Arbitrage Edge Fund,INF36974302,1631.8918,1970.15
2025-10-27,Liquid Ultra Fund,INF23751203,674.3979,3662.97
2025-10-28,Alpha Equity Fund - Regular,INF35960104,1716.6998,931.74
2025-11-20,Liquid Ultra Fund,INF66851305,1252.3274,3501.28
2025-10-23,Short Term Debt Fund,INF95506206,1577.248,3520.91
2025-11-22,Alpha Equity Fund - Regular,INF57000007,1839.5737,2400.94
2025-10-27,Arbitrage Edge Fund,INF54861508,1196.1602,456.04
2025-11-07,Arbitrage Edge Fund,INF69234809,65.0593,3108.2
2025-11-07,Arbitrage Edge Fund,INF43741600,330.9864,958.01
2025-11-21,Alpha Equity Fund - Regular,INF89932601,1938.7577,984.94
2025-11-24,Dynamic Asset Allocator,INF84765202,107.4716,4848.87
2025-11-26,Liquid Ultra Fund,INF96150503,1260.946,4631.53
2025-11-17,Arbitrage Edge Fund,INF28294804,1653.5731,2010.04
2025-11-12,Liquid Ultra Fund,INF72342305,89.5264,1693.6
2025-11-21,Alpha Equity Fund - Regular,INF80223406,216.0492,87.28
2025-10-31,Dynamic Asset Allocator,INF97964407,1121.172,3943.45
2025-11-10,Alpha Equity Fund - Regular,INF42196808,333.2355,4298.93
2025-10-31,Liquid Ultra Fund,INF90712309,75.6171,2282.21
2025-10-29,Arbitrage Edge Fund,INF61961400,46.9891,113.23
2025-10-25,Overnight Fund,INF94767101,1339.463,701.44
2025-10-28,Alpha Equity Fund - Regular,INF22568702,1883.6806,4251.47
2025-10-22,Balanced Advantage Fund,INF45414803,45.7848,3660.29
2025-11-20,Balanced Advantage Fund,INF89234304,1987.7212,1935.17
2025-10-26,Overnight Fund,INF95655905,1102.7426,3862.09
2025-11-23,Balanced Advantage Fund,INF11557906,1700.3892,1225.43
2025-11-11,Short Term Debt Fund,INF52410207,974.3614,1214.46
2025-11-23,Arbitrage Edge Fund,INF77208908,52.6674,901.0
2025-11-17,Short Term Debt Fund,INF37260309,1094.3664,1680.38
2025-11-03,Arbitrage Edge Fund,INF57925600,396.6982,72.07
2025-11-07,Arbitrage Edge Fund,INF51127101,1643.0076,2678.09
2025-11-19,Liquid Ultra Fund,INF19633802,601.6719,3674.88
2025-11-19,Balanced Advantage Fund,INF24641103,1356.7904,2407.94
2025-11-11,Arbitrage Edge Fund,INF87533404,820.5619,1076.52
2025-11-04,Liquid Ultra Fund,INF26481405,1899.6617,828.88
2025-11-22,Short Term Debt Fund,INF62785006,1182.2791,4935.11
2025-10-24,Dynamic Asset Allocator,INF70691607,727.4346,2141.82
2025-11-03,Short Term Debt Fund,INF54068908,1824.5151,4205.81
2025-11-10,Dynamic Asset Allocator,INF84981309,1245.3052,2735.27
2025-11-23,Overnight Fund,INF72396100,1638.3834,4809.79
2025-11-20,Balanced Advantage Fund,INF70428601,1724.6522,1698.41
2025-11-02,Alpha Equity Fund - Regular,INF85771302,110.8943,2061.23
2025-10-24,Overnight Fund,INF62818903,277.4822,1756.25
2025-11-03,Alpha Equity Fund - Regular,INF29640204,1670.9698,4801.69
2025-11-23,Arbitrage Edge Fund,INF39177605,895.6397,3765.64
2025-11-01,Alpha Equity Fund - Regular,INF15852906,414.0069,1067.39
2025-11-19,Liquid Ultra Fund,INF98259507,940.9961,239.75
2025-10-22,Alpha Equity Fund - Regular,INF23793908,129.3157,4202.59
2025-11-03,Dynamic Asset Allocator,INF58708009,1229.5132,2549.05
2025-10-24,Arbitrage Edge Fund,INF58661900,1340.7581,1633.62
2025-10-21,Short Term Debt Fund,INF12050201,1716.4299,1555.64
2025-11-19,Alpha Equity Fund - Regular,INF34085902,310.0303,3867.23
2025-11-25,Short Term Debt Fund,INF16061703,1856.7861,4308.77
2025-10-26,Liquid Ultra Fund,INF17706204,280.7204,4077.37
2025-11-10,Arbitrage Edge Fund,INF23627105,1681.3329,1126.22
2025-11-18,Arbitrage Edge Fund,INF92455506,778.7864,1732.11
2025-11-09,Liquid Ultra Fund,INF43640507,1598.811,172.85
2025-10-27,Balanced Advantage Fund,INF27165408,1921.6244,480.82
2025-11-08,Liquid Ultra Fund,INF60676109,1658.8015,1252.02
2025-11-23,Short Term Debt Fund,INF60579600,858.5626,2109.55
2025-11-11,Balanced Advantage Fund,INF96470001,308.2285,3305.15
2025-10-28,Overnight Fund,INF15584602,439.6144,3458.74
2025-11-10,Balanced Advantage Fund,INF54864503,690.4852,254.08
2025-11-05,Balanced Advantage Fund,INF38296004,12.1468,4191.22
2025-10-21,Alpha Equity Fund - Regular,INF92548205,1982.7338,2143.98
2025-10-28,Alpha Equity Fund - Regular,INF57795106,1237.6078,1310.89
2025-11-22,Alpha Equity Fund - Regular,INF67278207,1170.9562,3877.63
2025-11-20,Overnight Fund,INF11571708,924.5289,2809.42
2025-11-01,Dynamic Asset Allocator,INF17204009,872.3643,4492.47
2025-11-16,Balanced Advantage Fund,INF91720900,1482.0509,4599.92
2025-11-16,Balanced Advantage Fund,INF84484501,1714.0674,1059.66
2025-11-01,Balanced Advantage Fund,INF28255702,92.0857,3562.84
2025-11-10,Dynamic Asset Allocator,INF72900503,614.1471,3337.27
2025-10-30,Alpha Equity Fund - Regular,INF74883704,534.5682,4767.28
2025-11-13,Short Term Debt Fund,INF13856705,590.3599,2817.7
2025-11-20,Overnight Fund,INF91908806,798.5125,1171.06
2025-10-29,Balanced Advantage Fund,INF77988607,1507.2188,3853.78
2025-10-24,Short Term Debt Fund,INF15384108,1725.1671,3235.13
2025-11-20,Balanced Advantage Fund,INF10928009,1275.468,4339.46
2025-11-10,Arbitrage Edge Fund,INF18575300,1963.1749,3963.82
2025-11-09,Arbitrage Edge Fund,INF70720901,1785.5917,1843.72
2025-11-11,Arbitrage Edge Fund,INF84875702,313.3292,2384.14
2025-11-25,Alpha Equity Fund - Regular,INF77854503,1172.267,4599.72
2025-10-28,Alpha Equity Fund - Regular,INF99571804,1528.3733,2107.03
2025-11-11,Short Term Debt Fund,INF44712905,1139.8146,3229.49
2025-11-26,Short Term Debt Fund,INF34127106,366.548,497.22
2025-11-25,Liquid Ultra Fund,INF49148307,1351.5628,201.36
2025-11-20,Balanced Advantage Fund,INF94344108,123.8926,2140.18
2025-11-22,Liquid Ultra Fund,INF88076409,17.7885,2692.1
2025-11-25,Arbitrage Edge Fund,INF91675700,1129.9117,645.59
2025-11-25,Alpha Equity Fund - Regular,INF92885501,493.0491,3410.85
2025-10-28,Short Term Debt Fund,INF26701002,1506.9191,4745.08
2025-11-11,Arbitrage Edge Fund,INF18846803,1678.8312,3392.75
2025-11-09,Arbitrage Edge Fund,INF87918104,818.1663,577.81
2025-11-26,Dynamic Asset Allocator,INF28113005,531.9753,2959.69
2025-11-11,Balanced Advantage Fund,INF51840806,1894.6347,2975.12
2025-11-17,Alpha Equity Fund - Regular,INF55723507,1432.166,2255.92
2025-11-01,Arbitrage Edge Fund,INF56764008,1401.899,256.29
2025-10-27,Balanced Advantage Fund,INF71652609,713.7908,2661.74
2025-11-14,Dynamic Asset Allocator,INF75215200,1336.0875,4402.14
2025-11-25,Alpha Equity Fund - Regular,INF78019201,588.3774,272.52
2025-11-04,Liquid Ultra Fund,INF77129002,284.1033,4716.78
2025-10-23,Dynamic Asset Allocator,INF54985403,1928.6236,3999.53
2025-11-16,Balanced Advantage Fund,INF68751604,1786.9448,447.39
2025-10-29,Short Term Debt Fund,INF66732205,1223.7051,3806.47
2025-11-21,Alpha Equity Fund - Regular,INF89098606,1798.5131,3974.81
2025-11-21,Arbitrage Edge Fund,INF88662807,1321.7541,543.37
2025-11-09,Dynamic Asset Allocator,INF10357108,682.0436,912.89
2025-11-17,Liquid Ultra Fund,INF75402809,966.4103,4776.68
2025-11-24,Liquid Ultra Fund,INF20897400,1887.0791,1402.76
2025-11-19,Alpha Equity Fund - Regular,INF39735001,348.6816,2269.1
2025-11-20,Balanced Advantage Fund,INF62098902,1367.9964,1682.76
2025-11-03,Dynamic Asset Allocator,INF34284203,1282.979,976.37
2025-10-22,Balanced Advantage Fund,INF38237504,601.252,3048.93
2025-11-19,Short Term Debt Fund,INF19283105,460.9624,2658.02
2025-10-26,Arbitrage Edge Fund,INF50548706,165.1162,2195.9
2025-10-28,Dynamic Asset Allocator,INF63477307,583.3162,1698.27
2025-10-31,Overnight Fund,INF58231608,879.9635,2979.43
2025-11-19,Overnight Fund,INF91061209,452.9812,4892.45
2025-10-27,Dynamic Asset Allocator,INF11657900,1544.4461,1690.86
2025-10-30,Liquid Ultra Fund,INF62433801,1223.2705,4485.2
2025-11-20,Balanced Advantage Fund,INF45958502,69.2546,4813.85
2025-11-23,Alpha Equity Fund - Regular,INF51795303,481.3933,590.36
2025-11-07,Arbitrage Edge Fund,INF82533604,1122.9039,1920.24
2025-10-25,Liquid Ultra Fund,INF65934705,1698.0612,1580.88
2025-10-23,Arbitrage Edge Fund,INF23548306,349.6844,2900.39
2025-11-11,Alpha Equity Fund - Regular,INF86841307,191.3032,1752.98
2025-10-29,Short Term Debt Fund,INF11567208,1266.5521,4233.23
2025-10-21,Alpha Equity Fund - Regular,INF72681309,186.7898,2431.38
2025-11-12,Overnight Fund,INF98842200,1895.9828,2886.88
2025-11-15,Overnight Fund,INF61247201,440.5319,3734.44
2025-11-19,Liquid Ultra Fund,INF53228202,774.4852,1404.26
2025-11-14,Balanced Advantage Fund,INF53120303,268.938,3514.94
2025-10-22,Alpha Equity Fund - Regular,INF88462304,1472.4698,4929.0
2025-11-02,Liquid Ultra Fund,INF31545405,979.1517,736.88
2025-11-15,Dynamic Asset Allocator,INF76487506,1473.8321,2561.6
2025-11-05,Alpha Equity Fund - Regular,INF11623807,1229.9534,1602.35
2025-11-17,Balanced Advantage Fund,INF28597308,1322.918,1031.27
2025-11-14,Overnight Fund,INF40374909,847.4423,3848.11
2025-10-29,Alpha Equity Fund - Regular,INF91475300,1319.3311,3165.67
2025-11-25,Arbitrage Edge Fund,INF76057201,1639.2912,4519.54
2025-11-05,Overnight Fund,INF66675402,345.2644,4574.12
2025-10-29,Arbitrage Edge Fund,INF59260303,821.1973,3666.55
2025-11-21,Dynamic Asset Allocator,INF62732904,1071.8118,3868.73
2025-10-26,Overnight Fund,INF40360305,573.1987,359.16
2025-10-31,Overnight Fund,INF34919106,767.141,1471.88
2025-11-13,Short Term Debt Fund,INF95808507,769.4718,4671.47
2025-11-17,Alpha Equity Fund - Regular,INF33102408,1170.184,2276.3
2025-11-11,Dynamic Asset Allocator,INF81738109,561.414,552.62
2025-11-25,Balanced Advantage Fund,INF59058200,1583.0103,1418.34
2025-11-17,Short Term Debt Fund,INF21430501,114.3726,1796.86
2025-11-22,Alpha Equity Fund - Regular,INF16838002,1807.6251,493.12
2025-11-03,Overnight Fund,INF69911103,1471.4282,419.56
2025-11-19,Liquid Ultra Fund,INF36032004,1963.6381,698.93
2025-11-24,Balanced Advantage Fund,INF39981105,1279.1908,3787.27
2025-11-04,Dynamic Asset Allocator,INF42140906,1222.9499,2282.28
2025-11-13,Short Term Debt Fund,INF29213207,520.2409,2114.8
2025-10-22,Overnight Fund,INF35385308,154.524,491.37
2025-11-24,Overnight Fund,INF76212809,624.1871,1695.96
2025-11-11,Dynamic Asset Allocator,INF46889800,1707.3755,3736.7
2025-11-16,Short Term Debt Fund,INF88253501,1190.783,92.59
2025-11-04,Short Term Debt Fund,INF77110902,1934.849,1025.4
2025-11-18,Liquid Ultra Fund,INF99033803,1456.3559,128.02
2025-10-22,Alpha Equity Fund - Regular,INF11408104,1643.6049,1242.69
2025-11-03,Alpha Equity Fund - Regular,INF39269005,436.7726,2444.75
2025-11-18,Short Term Debt Fund,INF61822606,1932.1178,1694.19
2025-11-20,Dynamic Asset Allocator,INF50522807,1893.1393,4320.04
2025-11-25,Short Term Debt Fund,INF25365208,349.547,785.34
2025-11-22,Alpha Equity Fund - Regular,INF64715509,1805.7266,4270.78
2025-10-31,Arbitrage Edge Fund,INF60469100,1815.5808,231.3
2025-11-05,Overnight Fund,INF82097301,180.8792,3635.63
2025-10-25,Arbitrage Edge Fund,INF56458002,1284.1591,1781.24
2025-11-26,Short Term Debt Fund,INF26445503,1573.0426,2852.62
2025-11-03,Overnight Fund,INF16199304,163.4403,1536.54
2025-11-07,Balanced Advantage Fund,INF31706905,1747.6886,58.36
2025-11-05,Liquid Ultra Fund,INF81317506,1346.4602,4162.57
2025-11-25,Balanced Advantage Fund,INF82137807,1689.8698,929.76
2025-11-06,Balanced Advantage Fund,INF42719908,1421.5422,2988.57
2025-11-20,Dynamic Asset Allocator,INF86517709,733.1856,2077.09
2025-11-12,Overnight Fund,INF56078600,792.7913,3549.59
2025-10-26,Liquid Ultra Fund,INF33313001,894.567,1748.18
2025-11-12,Alpha Equity Fund - Regular,INF63420402,1387.3762,239.51
2025-11-17,Overnight Fund,INF54116203,63.5986,4107.21
2025-10-31,Overnight Fund,INF55803804,459.3729,2943.76
2025-11-04,Liquid Ultra Fund,INF22163705,1043.4338,315.59
2025-11-15,Short Term Debt Fund,INF84988506,697.108,3502.54
2025-11-25,Overnight Fund,INF61113907,238.3887,2489.06
2025-11-09,Alpha Equity Fund - Regular,INF89863708,323.6578,4105.96
2025-11-04,Alpha Equity Fund - Regular,INF80331109,1008.6293,4725.14
2025-11-18,Short Term Debt Fund,INF81914100,1603.4874,1608.02
2025-10-26,Balanced Advantage Fund,INF40771001,831.3887,1094.94
2025-11-14,Balanced Advantage Fund,INF94488002,1731.0025,2667.89
2025-10-29,Short Term Debt Fund,INF92596803,748.5548,407.99
2025-11-25,Overnight Fund,INF84744704,846.8161,2924.56
2025-11-13,Overnight Fund,INF72598205,817.8607,4047.48
2025-10-31,Short Term Debt Fund,INF61577506,1510.608,2594.22
2025-11-19,Short Term Debt Fund,INF20387207,1009.0612,4592.45
2025-10-31,Balanced Advantage Fund,INF35133808,312.5791,1626.79
2025-10-22,Alpha Equity Fund - Regular,INF83714909,1011.1464,2632.74
2025-10-23,Dynamic Asset Allocator,INF86207500,10.9227,4971.06
2025-10-27,Short Term Debt Fund,INF21056501,1235.6172,3603.64
2025-10-21,Dynamic Asset Allocator,INF70355202,1634.2438,1616.99
2025-10-23,Balanced Advantage Fund,INF95535503,383.3116,3376.35
2025-10-25,Short Term Debt Fund,INF98746404,1871.9804,1299.95
2025-11-26,Alpha Equity Fund - Regular,INF47013505,1068.0559,1786.19
2025-11-16,Balanced Advantage Fund,INF82712606,1931.3975,1733.02
2025-10-28,Liquid Ultra Fund,INF50188107,545.5294,550.77
2025-11-09,Balanced Advantage Fund,INF47969208,1374.9804,2433.78
2025-11-20,Overnight Fund,INF78902709,1261.7247,4154.59
2025-10-26,Liquid Ultra Fund,INF53909100,1242.9475,310.42
2025-11-02,Short Term Debt Fund,INF79539901,737.2608,2690.15
2025-11-18,Liquid Ultra Fund,INF15167202,1597.6378,2148.88
2025-11-21,Dynamic Asset Allocator,INF21073503,691.6707,4596.54
2025-11-01,Arbitrage Edge Fund,INF44281504,1338.0844,672.17
2025-11-21,Balanced Advantage Fund,INF59028205,806.0411,1080.35
2025-11-20,Dynamic Asset Allocator,INF75985706,1921.6736,716.04
2025-11-16,Dynamic Asset Allocator,INF85614407,1413.6354,1644.14
2025-11-10,Arbitrage Edge Fund,INF90302008,1763.7127,2331.65
2025-11-08,Dynamic Asset Allocator,INF88024109,1414.8122,2432.71
2025-11-02,Balanced Advantage Fund,INF16111800,384.4438,4404.29
2025-11-21,Dynamic Asset Allocator,INF97534501,1703.3717,4692.45
2025-11-11,Short Term Debt Fund,INF46963802,1224.2293,2421.57
2025-11-26,Overnight Fund,INF98107903,985.5818,1154.06
2025-11-25,Dynamic Asset Allocator,INF69099804,1275.983,4699.35
2025-11-13,Alpha Equity Fund - Regular,INF60418205,1222.089,2312.98
2025-10-21,Overnight Fund,INF55613406,1156.4468,2346.61
2025-11-12,Alpha Equity Fund - Regular,INF58137307,1005.111,1506.64
2025-11-09,Dynamic Asset Allocator,INF79095608,946.5314,3749.99
2025-11-13,Short Term Debt Fund,INF72540309,57469.7957,582.88
2025-10-21,Alpha Equity Fund - Regular,INF50612600,1361.6638,4700.16
2025-10-25,Short Term Debt Fund,INF58809301,103.3471,2209.33
2025-10-27,Short Term Debt Fund,INF76772602,41.9809,3385.02
2025-11-05,Balanced Advantage Fund,INF70439203,1206.2005,4485.34
2025-11-09,Overnight Fund,INF52889004,1596.1274,4466.97
2025-11-14,Arbitrage Edge Fund,INF72055905,240.2394,4428.23
2025-10-24,Overnight Fund,INF45169406,553.1129,323.1
2025-11-12,Overnight Fund,INF41929107,693.0081,2183.46
2025-10-26,Arbitrage Edge Fund,INF57689308,1845.2889,619.61
2025-11-05,Arbitrage Edge Fund,INF43155509,373.5551,2954.01
2025-11-24,Short Term Debt Fund,INF57757000,133.2796,1019.86
2025-10-23,Balanced Advantage Fund,INF43044301,284.5425,2514.87
2025-11-20,Short Term Debt Fund,INF19699702,1097.9882,2633.96
2025-11-23,Liquid Ultra Fund,INF54242503,1713.0128,3709.9
2025-10-30,Balanced Advantage Fund,INF23226904,1894.743,4441.04
2025-11-04,Overnight Fund,INF49840105,489.9868,1146.23
2025-11-07,Balanced Advantage Fund,INF80128006,559.8608,2281.66
2025-11-07,Overnight Fund,INF96568207,1506.4232,769.38
