txn_dt,brkr_id,cli_id,scrip,direction,units,rate_inr,net_val_inr
2025-11-24,OMEGA_BROKING,CL440119,ICICIBANK,B,5,2476.24,12381.2
2025-11-22,BETA_INVEST,CL048981,KOTAKBANK,S,83,111.43,9248.69
21-Nov-25,ALPHA_SEC,CL096182,HDFC,S,82,1287.51,105575.82
2025-11-21,DELTA_TRADES,CL008117,HDFC,B,397,1928.1,765455.7
26/11/2025,BETA_INVEST,CL300967,AXISBANK,B,340,852.01,289683.4
25-Nov-25,ALPHA_SEC,CL753197,HDFC,B,20,2094.41,41888.2
24-Nov-25,ALPHA_SEC,CL984824,KOTAKBANK,B,238,1309.96,311770.48
21/11/2025,DELTA_TRADES,CL910869,HDFC,B,176,2255.6,506317.22
2025-11-22,DELTA_TRADES,CL937837,SBIN,B,297,1108.31,329168.07
11-20-2025,ALPHA_SEC,CL934237,ITC,B,310,796.29,246849.9
11-25-2025,BETA_INVEST,CL185259,TATAMOTORS,S,258,2512.09,648119.22
11-26-2025,BETA_INVEST,CL935036,HDFC,S,373,639.81,238649.13
2025-11-22,OMEGA_BROKING,CL761462,SBIN,S,157,557.73,87563.61
20-Nov-25,DELTA_TRADES,CL685754,RELIANCE,S,355,107.15,38038.25
2025-11-22,OMEGA_BROKING,CL370804,TATAMOTORS,B,302,1716.18,518286.36
24-Nov-25,BETA_INVEST,CL409326,INFY,S,35,712.86,24950.1
25/11/2025,OMEGA_BROKING,CL799499,TATAMOTORS,B,227,236.87,53769.49
23-Nov-25,BETA_INVEST,CL286574,HDFC,B,386,637.12,245928.32
26/11/2025,ALPHA_SEC,CL840291,AXISBANK,B,339,160.43,54385.77
23/11/2025,DELTA_TRADES,CL888676,INFY,B,287,662.04,190005.48
2025-11-21,OMEGA_BROKING,CL653547,LT,S,1,798.77,798.77
26-Nov-25,BETA_INVEST,CL460918,TATAMOTORS,B,37,1915.69,70880.53
21/11/2025,DELTA_TRADES,CL167599,HDFC,S,305,959.81,292742.05
24/11/2025,ALPHA_SEC,CL340897,ICICIBANK,B,298,2403.38,716207.24
20/11/2025,BETA_INVEST,CL090411,RELIANCE,B,145,1239.85,179778.25
2025-11-23,BETA_INVEST,CL464849,LT,B,144,1599.87,230381.28
20/11/2025,BETA_INVEST,CL613034,KOTAKBANK,S,342,603.89,206530.38
22/11/2025,BETA_INVEST,CL599671,KOTAKBANK,B,383,115.8,44351.4
11-21-2025,OMEGA_BROKING,CL929485,INFY,S,35,2442.28,85479.8
22-Nov-25,BETA_INVEST,CL644326,RELIANCE,B,364,784.23,285459.72
11-24-2025,BETA_INVEST,CL043229,ICICIBANK,S,103,1925.88,198365.64
21-Nov-25,DELTA_TRADES,CL920241,KOTAKBANK,S,226,269.38,60879.88
2025-11-26,ALPHA_SEC,CL544450,ICICIBANK,B,378,2175.58,822369.24
11-23-2025,DELTA_TRADES,CL023234,TATAMOTORS,S,334,1555.97,519693.98
29-Nov-25,BETA_INVEST,CL948690,ICICIBANK,S,144,576.44,83007.36
11-29-2025,DELTA_TRADES,CL288496,ICICIBANK,B,313,296.88,92923.44
21/11/2025,BETA_INVEST,CL264433,ICICIBANK,S,61,2025.92,123581.12
2025-11-22,DELTA_TRADES,CL860734,SBIN,S,23,1103.55,25381.65
26/11/2025,ALPHA_SEC,CL464230,AXISBANK,B,109,2260.54,246398.86
2025-11-26,DELTA_TRADES,CL906102,LT,S,368,661.24,243336.32
29-Nov-25,ALPHA_SEC,CL242096,HDFC,B,339,2198.21,745193.19
11-21-2025,DELTA_TRADES,CL515672,LT,S,203,2295.09,465903.27
22-Nov-25,OMEGA_BROKING,CL265495,SBIN,B,130,2159.76,280768.8
11-26-2025,BETA_INVEST,CL457871,HDFC,B,16,1442.67,23082.72
2025-11-22,OMEGA_BROKING,CL062307,TATAMOTORS,B,377,1687.72,636270.44
2025-11-22,ALPHA_SEC,CL802838,SBIN,S,163,1769.58,288441.54
2025-11-22,DELTA_TRADES,CL974686,TATAMOTORS,B,56,1000.83,56046.48
11-29-2025,DELTA_TRADES,CL073052,RELIANCE,S,326,522.23,170246.98
2025-11-20,OMEGA_BROKING,CL345338,RELIANCE,S,180,714.38,128588.4
2025-11-24,ALPHA_SEC,CL104965,TATAMOTORS,B,186,1513.68,281544.48
25/11/2025,ALPHA_SEC,CL594010,TATAMOTORS,S,167,2658.12,443906.04
2025-11-22,BETA_INVEST,CL842366,ICICIBANK,B,258,2004.03,517039.74
2025-11-24,OMEGA_BROKING,CL582745,HDFC,S,333,172.61,57479.13
11-24-2025,DELTA_TRADES,CL661035,AXISBANK,B,288,2164.81,623465.28
25/11/2025,ALPHA_SEC,CL469915,HDFC,S,33,994.87,32830.71
22/11/2025,OMEGA_BROKING,CL746002,KOTAKBANK,S,334,1611.94,538387.96
23/11/2025,DELTA_TRADES,CL137396,RELIANCE,S,186,912.04,169639.44
21-Nov-25,ALPHA_SEC,CL072148,AXISBANK,B,98,2336.97,229023.06
11-22-2025,ALPHA_SEC,CL848793,ITC,B,194,2462.85,477792.9
20-Nov-25,DELTA_TRADES,CL949182,INFY,B,193,224.26,43282.18
11-21-2025,DELTA_TRADES,CL500947,ICICIBANK,S,193,1067.27,205983.11
22/11/2025,BETA_INVEST,CL416181,KOTAKBANK,S,32,891.28,28520.96
2025-11-24,OMEGA_BROKING,CL741455,AXISBANK,S,356,2225.72,792356.32
11-22-2025,OMEGA_BROKING,CL410374,INFY,B,110,2313.18,254449.8
11-29-2025,BETA_INVEST,CL793370,HDFC,S,340,1317.82,448058.8
11-22-2025,DELTA_TRADES,CL055265,HDFC,B,106,628.65,66636.9
25-Nov-25,OMEGA_BROKING,CL546735,KOTAKBANK,B,382,1621.63,619462.66
23-Nov-25,OMEGA_BROKING,CL551024,ITC,B,346,2093.32,724288.72
11-21-2025,BETA_INVEST,CL331237,INFY,S,24,2119.81,50875.44
2025-11-24,ALPHA_SEC,CL862176,ITC,B,266,2717.21,722777.86
2025-11-21,DELTA_TRADES,CL779810,SBIN,B,134,1000.96,134128.64
11-24-2025,DELTA_TRADES,CL198248,ITC,B,170,460.54,73233.89
2025-11-22,DELTA_TRADES,CL596055,ITC,B,25,1248.8,31220.0
11-23-2025,BETA_INVEST,CL973936,INFY,B,93,546.28,50804.04
23/11/2025,OMEGA_BROKING,CL759006,ITC,B,350,1377.41,482093.5
21/11/2025,DELTA_TRADES,CL823469,HDFC,S,307,1646.37,505435.59
11-26-2025,ALPHA_SEC,CL331358,ICICIBANK,B,364,2578.68,633605.59
29/11/2025,BETA_INVEST,CL933718,LT,S,393,2423.96,952616.28
21-Nov-25,OMEGA_BROKING,CL213206,LT,S,7,509.93,
23/11/2025,BETA_INVEST,CL190811,TATAMOTORS,B,70,1135.03,79452.1
21-Nov-25,ALPHA_SEC,CL347997,KOTAKBANK,B,365,929.38,339223.7
22-Nov-25,DELTA_TRADES,CL578951,INFY,B,25,726.94,18173.5
23/11/2025,OMEGA_BROKING,CL717453,TATAMOTORS,S,366,2205.17,807092.22
2025-11-26,OMEGA_BROKING,CL274971,RELIANCE,B,212,1932.46,409681.52
11-22-2025,ALPHA_SEC,CL609151,KOTAKBANK,S,373,1734.83,647091.59
23-Nov-25,ALPHA_SEC,CL985466,TATAMOTORS,S,395,879.1,347244.5
11-24-2025,DELTA_TRADES,CL196962,ITC,B,361,224.69,81113.09
25-Nov-25,BETA_INVEST,CL224958,INFY,B,55,222.87,12257.85
20/11/2025,OMEGA_BROKING,CL538438,LT,B,236,1905.84,449778.24
23-Nov-25,ALPHA_SEC,CL227213,TATAMOTORS,S,63,905.54,57049.02
22/11/2025,ALPHA_SEC,CL905136,RELIANCE,B,63,624.36,39334.68
26-Nov-25,OMEGA_BROKING,CL203329,KOTAKBANK,B,282,432.27,121900.14
11-25-2025,BETA_INVEST,CL989597,LT,B,137,925.67,126816.79
2025-11-22,DELTA_TRADES,CL897356,RELIANCE,B,129,1230.25,158702.25
11-20-2025,BETA_INVEST,CL496601,KOTAKBANK,S,116,1554.72,180347.52
24/11/2025,ALPHA_SEC,CL158705,HDFC,B,6,844.43,5066.58
2025-11-20,DELTA_TRADES,CL409442,ICICIBANK,B,150,1053.22,157983.0
22-Nov-25,DELTA_TRADES,CL475728,LT,B,358,891.86,319285.88
24-Nov-25,DELTA_TRADES,CL143268,AXISBANK,B,344,2193.64,754612.16
11-29-2025,BETA_INVEST,CL214801,KOTAKBANK,S,152,147.75,22458.0
11-22-2025,ALPHA_SEC,CL046704,AXISBANK,S,137,2467.84,338094.08
26/11/2025,ALPHA_SEC,CL915393,ICICIBANK,S,264,463.57,122382.48
21-Nov-25,ALPHA_SEC,CL200947,INFY,S,352,336.64,118497.28
23-Nov-25,DELTA_TRADES,CL558315,AXISBANK,B,216,611.88,132166.08
25/11/2025,DELTA_TRADES,CL579236,KOTAKBANK,B,225,1554.22,349699.5
11-21-2025,BETA_INVEST,CL387328,KOTAKBANK,B,259,2156.63,558567.17
20/11/2025,ALPHA_SEC,CL990666,LT,S,262,1265.47,331553.14
2025-11-25,DELTA_TRADES,CL620944,KOTAKBANK,B,2,2360.27,4720.54
11-20-2025,ALPHA_SEC,CL764930,SBIN,B,339,1136.89,385405.71
2025-11-21,BETA_INVEST,CL598377,HDFC,B,111,1134.88,125971.68
2025-11-23,DELTA_TRADES,CL664429,KOTAKBANK,S,161,1904.55,306632.55
11-24-2025,ALPHA_SEC,CL958608,TATAMOTORS,S,311,1831.24,569515.64
11-23-2025,DELTA_TRADES,CL556168,AXISBANK,B,258,760.61,196237.38
25/11/2025,BETA_INVEST,CL006123,ITC,B,117,1467.36,171681.12
11-20-2025,DELTA_TRADES,CL826694,HDFC,B,1,1819.71,1819.71
11-26-2025,BETA_INVEST,CL657208,KOTAKBANK,S,310,1883.18,583785.8
2025-11-25,OMEGA_BROKING,CL638687,TATAMOTORS,B,363,1356.24,492315.12
23/11/2025,OMEGA_BROKING,CL121742,SBIN,S,389,823.16,320209.24
11-25-2025,OMEGA_BROKING,CL165805,SBIN,B,330,1411.61,465831.3
24/11/2025,ALPHA_SEC,CL028156,RELIANCE,B,186,1261.92,234717.12
2025-11-20,DELTA_TRADES,CL644614,RELIANCE,S,97,2585.71,250813.87
2025-11-26,OMEGA_BROKING,CL438745,HDFC,S,135,1369.64,184901.4
24-Nov-25,ALPHA_SEC,CL100490,ITC,S,362,1721.81,623295.22
29/11/2025,BETA_INVEST,CL033281,HDFC,B,242,1752.01,423986.42
11-26-2025,BETA_INVEST,CL945438,TATAMOTORS,B,382,103.57,39563.74
21/11/2025,OMEGA_BROKING,CL683651,TATAMOTORS,B,216,2475.41,534688.56
11-26-2025,ALPHA_SEC,CL707357,ITC,S,383,1574.19,602914.77
25/11/2025,DELTA_TRADES,CL006308,SBIN,S,316,977.18,308788.88
2025-11-21,ALPHA_SEC,CL804709,LT,S,310,1133.08,351254.8
11-22-2025,BETA_INVEST,CL209102,AXISBANK,B,184,1005.38,184989.92
23/11/2025,ALPHA_SEC,CL969185,ITC,B,104,542.43,56412.72
2025-11-20,BETA_INVEST,CL741157,SBIN,B,316,2373.45,750010.2
11-25-2025,ALPHA_SEC,CL554562,INFY,S,107,1088.18,116435.26
11-24-2025,BETA_INVEST,CL132500,HDFC,B,305,2610.27,796132.35
25/11/2025,BETA_INVEST,CL579097,SBIN,B,155,2486.02,385333.1
25-Nov-25,DELTA_TRADES,CL705907,TATAMOTORS,B,201,104.65,21034.65
11-23-2025,ALPHA_SEC,CL632935,KOTAKBANK,B,374,2130.57,796833.18
11-20-2025,BETA_INVEST,CL614016,HDFC,B,138,2461.0,339618.0
23-Nov-25,DELTA_TRADES,CL446856,ITC,B,170,860.96,146363.2
26/11/2025,DELTA_TRADES,CL622698,TATAMOTORS,S,125,1152.25,152194.34
20/11/2025,DELTA_TRADES,CL436224,LT,B,279,1393.37,388750.23
2025-11-22,DELTA_TRADES,CL850862,HDFC,B,145,2121.48,307614.6
2025-11-25,OMEGA_BROKING,CL296060,ICICIBANK,S,121,1750.14,211766.94
11-22-2025,ALPHA_SEC,CL284610,ICICIBANK,B,263,2344.87,616700.81
21/11/2025,DELTA_TRADES,CL027447,AXISBANK,S,6,1227.42,
2025-11-29,BETA_INVEST,CL574821,KOTAKBANK,B,250,366.66,91665.0
22-Nov-25,DELTA_TRADES,CL474608,AXISBANK,B,257,2256.64,579956.48
2025-11-22,OMEGA_BROKING,CL610058,INFY,S,106,564.49,59835.94
11-24-2025,DELTA_TRADES,CL487639,LT,B,268,2374.14,636269.52
25/11/2025,DELTA_TRADES,CL560444,INFY,S,44,2065.36,90875.84
2025-11-23,BETA_INVEST,CL604202,SBIN,S,135,2182.5,294637.5
2025-11-24,OMEGA_BROKING,CL881834,HDFC,S,65,1232.43,80107.95
26/11/2025,OMEGA_BROKING,CL296786,LT,S,300,2137.42,641226.0
2025-11-23,DELTA_TRADES,CL380055,ITC,S,74,2794.43,206787.82
11-23-2025,BETA_INVEST,CL834381,KOTAKBANK,S,158,723.26,114275.08
11-22-2025,DELTA_TRADES,CL096271,KOTAKBANK,S,244,1852.98,452127.12
26/11/2025,OMEGA_BROKING,CL586702,KOTAKBANK,B,261,543.49,141850.89
25-Nov-25,BETA_INVEST,CL525804,LT,S,142,172.76,24531.92
22/11/2025,DELTA_TRADES,CL668882,SBIN,S,121,929.57,112477.97
24-Nov-25,DELTA_TRADES,CL534310,ICICIBANK,B,350,1293.23,452630.5
22-Nov-25,ALPHA_SEC,CL742159,KOTAKBANK,B,193,497.29,95976.97
11-29-2025,OMEGA_BROKING,CL911137,SBIN,S,225,2112.51,475314.75
22-Nov-25,BETA_INVEST,CL939408,ICICIBANK,S,189,1559.87,294815.43
11-20-2025,ALPHA_SEC,CL378871,ITC,S,161,2031.58,327084.38
11-23-2025,ALPHA_SEC,CL818507,AXISBANK,S,122,1542.08,188133.76
2025-11-23,BETA_INVEST,CL553719,TATAMOTORS,S,312,2442.11,761938.32
21/11/2025,DELTA_TRADES,CL735260,RELIANCE,B,350,1407.78,492723.0
2025-11-24,ALPHA_SEC,CL128388,KOTAKBANK,S,228,1143.02,260608.56
20-Nov-25,BETA_INVEST,CL214625,SBIN,B,55,1461.08,80359.4
2025-11-26,BETA_INVEST,CL180560,TATAMOTORS,B,310,1414.76,438575.6
2025-11-26,OMEGA_BROKING,CL270410,SBIN,B,139,2085.57,289894.23
11-22-2025,DELTA_TRADES,CL779760,HDFC,B,282,1826.78,515151.96
21-Nov-25,OMEGA_BROKING,CL015663,AXISBANK,S,79,2457.61,100980.19
11-25-2025,ALPHA_SEC,CL731307,SBIN,B,293,939.88,275384.84
20-Nov-25,OMEGA_BROKING,CL478538,AXISBANK,B,88,1017.19,89512.72
23-Nov-25,ALPHA_SEC,CL296845,TATAMOTORS,B,387,2299.5,889906.5
11-21-2025,OMEGA_BROKING,CL517436,ICICIBANK,B,305,1486.09,453257.45
11-26-2025,DELTA_TRADES,CL328146,RELIANCE,B,106,2463.17,261096.02
21-Nov-25,OMEGA_BROKING,CL879292,AXISBANK,B,26,777.64,20218.64
2025-11-20,BETA_INVEST,CL848945,SBIN,S,197,1932.97,380795.09
26-Nov-25,ALPHA_SEC,CL552429,ICICIBANK,B,195,1848.63,360482.85
24/11/2025,ALPHA_SEC,CL003690,INFY,B,360,2478.55,892278.0
21-Nov-25,BETA_INVEST,CL748253,LT,S,188,582.66,109540.08
11-20-2025,BETA_INVEST,CL428030,HDFC,B,96,1423.49,136655.04
26-Nov-25,BETA_INVEST,CL869670,SBIN,S,383,1887.83,723038.89
11-22-2025,DELTA_TRADES,CL525829,SBIN,B,11,1382.38,15206.18
24-Nov-25,BETA_INVEST,CL894791,LT,S,110,1110.4,122144.0
25-Nov-25,OMEGA_BROKING,CL229015,TATAMOTORS,S,138,1479.53,204175.14
11-20-2025,OMEGA_BROKING,CL354326,SBIN,B,273,1683.24,459524.52
21/11/2025,BETA_INVEST,CL499944,SBIN,S,3,767.91,2303.73
24/11/2025,BETA_INVEST,CL015254,SBIN,B,328,2659.16,872204.48
2025-11-21,BETA_INVEST,CL678456,TATAMOTORS,S,51,2345.68,119629.68
11-25-2025,OMEGA_BROKING,CL260229,AXISBANK,B,133,274.65,36528.45
2025-11-24,ALPHA_SEC,CL167854,RELIANCE,S,51,920.35,46937.85
21/11/2025,OMEGA_BROKING,CL238457,ICICIBANK,B,225,1652.89,235921.51
2025-11-24,DELTA_TRADES,CL820922,HDFC,S,129,281.19,36273.51
11-20-2025,OMEGA_BROKING,CL290141,AXISBANK,B,124,1855.22,230047.28
21/11/2025,ALPHA_SEC,CL869183,LT,S,311,416.55,129547.05
2025-11-26,DELTA_TRADES,CL982715,RELIANCE,B,291,1670.59,486141.69
2025-11-25,BETA_INVEST,CL194803,ITC,S,51,2042.08,104146.08
22-Nov-25,ALPHA_SEC,CL197867,TATAMOTORS,S,346,1631.14,564374.44
2025-11-25,OMEGA_BROKING,CL145972,AXISBANK,B,15,1384.93,20773.95
24-Nov-25,DELTA_TRADES,CL314384,SBIN,S,174,2522.85,438975.9
23-Nov-25,BETA_INVEST,CL941904,SBIN,S,230,1151.51,264847.3
20/11/2025,ALPHA_SEC,CL383087,RELIANCE,B,222,2023.68,449256.96
29-Nov-25,BETA_INVEST,CL674065,SBIN,S,292,123.93,36187.56
11-25-2025,BETA_INVEST,CL776267,RELIANCE,B,291,2147.52,624928.32
2025-11-20,OMEGA_BROKING,CL800240,AXISBANK,B,327,378.77,123857.79
2025-11-25,BETA_INVEST,CL425562,INFY,S,143,2624.62,375320.66
2025-11-21,OMEGA_BROKING,CL968217,ITC,B,387,1687.52,653070.24
2025-11-25,ALPHA_SEC,CL692106,ICICIBANK,S,208,926.27,192664.16
2025-11-26,BETA_INVEST,CL452064,TATAMOTORS,B,129,1826.5,235618.5
2025-11-22,ALPHA_SEC,CL417618,LT,B,274,1478.77,405182.98
20-Nov-25,ALPHA_SEC,CL147590,RELIANCE,B,242,422.77,112754.39
20/11/2025,BETA_INVEST,CL354764,LT,B,275,634.68,174537.0
2025-11-21,BETA_INVEST,CL921700,AXISBANK,S,15,1268.3,19024.5
2025-11-22,OMEGA_BROKING,CL600991,AXISBANK,B,137,302.12,41390.44
25/11/2025,OMEGA_BROKING,CL523746,TATAMOTORS,S,49,1414.72,69321.28
11-22-2025,OMEGA_BROKING,CL745638,SBIN,B,180,2724.8,490464.0
2025-11-29,DELTA_TRADES,CL915806,KOTAKBANK,B,277,2078.86,575844.22
20/11/2025,DELTA_TRADES,CL018352,HDFC,B,21,1672.1,35114.1
2025-11-26,ALPHA_SEC,CL259674,ITC,S,91,1188.86,108186.26
25-Nov-25,OMEGA_BROKING,CL323635,ICICIBANK,B,161,1938.68,312127.48
2025-11-22,BETA_INVEST,CL574861,TATAMOTORS,B,166,741.75,123130.5
26/11/2025,DELTA_TRADES,CL645571,KOTAKBANK,B,72,161.15,11602.8
21-Nov-25,BETA_INVEST,CL968929,HDFC,B,197,286.66,56472.02
23-Nov-25,DELTA_TRADES,CL988319,INFY,S,183,1499.89,274479.87
22/11/2025,OMEGA_BROKING,CL665400,KOTAKBANK,B,10,475.11,4751.1
11-25-2025,ALPHA_SEC,CL913714,KOTAKBANK,B,75,2154.7,161602.5
24-Nov-25,BETA_INVEST,CL584277,SBIN,B,50,502.32,25116.0
2025-11-21,BETA_INVEST,CL561937,SBIN,S,211,1797.23,379215.53
11-26-2025,OMEGA_BROKING,CL021848,ITC,B,151,2346.85,354374.35
29-Nov-25,OMEGA_BROKING,CL031807,LT,S,68,2324.21,158046.28
23-Nov-25,BETA_INVEST,CL615543,TATAMOTORS,S,369,831.5,306823.5
25-Nov-25,ALPHA_SEC,CL836843,RELIANCE,S,88,586.33,51597.04
22-Nov-25,ALPHA_SEC,CL126613,TATAMOTORS,B,35,2719.15,95170.25
25-Nov-25,DELTA_TRADES,CL991910,LT,B,99,2290.04,226713.96
26/11/2025,ALPHA_SEC,CL843609,TATAMOTORS,S,394,1710.84,674070.96
21/11/2025,DELTA_TRADES,CL227900,ITC,B,369,2335.22,861696.18
2025-11-25,BETA_INVEST,CL848581,ICICIBANK,B,207,1946.56,402937.92
2025-11-20,OMEGA_BROKING,CL330452,LT,S,351,2347.94,824126.94
2025-11-23,OMEGA_BROKING,CL400122,ICICIBANK,B,310,493.03,152839.3
2025-11-25,ALPHA_SEC,CL410338,TATAMOTORS,S,301,1034.51,311387.51
20/11/2025,ALPHA_SEC,CL045209,KOTAKBANK,B,190,702.81,133533.9
2025-11-21,ALPHA_SEC,CL112036,INFY,S,248,1527.31,378772.88
20-Nov-25,DELTA_TRADES,CL517442,SBIN,B,48,1487.26,71388.48
22/11/2025,ALPHA_SEC,CL745518,LT,B,204,284.15,
23/11/2025,DELTA_TRADES,CL235643,AXISBANK,B,157,2759.8,433288.6
24/11/2025,DELTA_TRADES,CL767485,INFY,B,241,2076.03,500323.23
24/11/2025,OMEGA_BROKING,CL905683,LT,B,49,1066.76,52271.24
2025-11-23,BETA_INVEST,CL087327,TATAMOTORS,B,285,1309.76,373281.6
23-Nov-25,ALPHA_SEC,CL278813,AXISBANK,B,124,1430.86,177426.64
25/11/2025,OMEGA_BROKING,CL507393,RELIANCE,B,321,1044.71,335351.91
26/11/2025,BETA_INVEST,CL801125,AXISBANK,B,328,886.76,290857.28
11-25-2025,DELTA_TRADES,CL596718,INFY,S,114,2681.3,305668.2
25/11/2025,DELTA_TRADES,CL340902,KOTAKBANK,S,138,2609.25,360076.5
11-23-2025,BETA_INVEST,CL580029,KOTAKBANK,B,277,2095.33,580406.41
11-21-2025,ALPHA_SEC,CL607420,TATAMOTORS,B,115,2239.49,257541.35
11-25-2025,OMEGA_BROKING,CL776258,ICICIBANK,B,195,1708.11,333081.45
20/11/2025,DELTA_TRADES,CL677625,AXISBANK,S,192,607.09,116561.28
2025-11-26,DELTA_TRADES,CL829959,LT,B,330,2619.31,864372.3
2025-11-26,BETA_INVEST,CL343114,SBIN,S,306,2274.2,695905.2
11-21-2025,OMEGA_BROKING,CL729540,INFY,S,53,2139.0,113367.0
22-Nov-25,OMEGA_BROKING,CL189216,LT,S,245,293.64,71941.8
2025-11-23,BETA_INVEST,CL952815,AXISBANK,S,14,1101.93,15427.02
2025-11-23,OMEGA_BROKING,CL443903,SBIN,B,162,1736.35,281288.7
23-Nov-25,DELTA_TRADES,CL794967,RELIANCE,B,63,2128.87,134118.81
24/11/2025,DELTA_TRADES,CL902120,SBIN,B,315,823.35,259355.25
20-Nov-25,DELTA_TRADES,CL902913,KOTAKBANK,S,388,2526.65,980340.2
21-Nov-25,ALPHA_SEC,CL505150,ICICIBANK,B,343,585.31,200761.33
26/11/2025,ALPHA_SEC,CL946210,ICICIBANK,S,218,1611.98,351411.64
2025-11-25,DELTA_TRADES,CL619136,ITC,B,155,1384.33,214571.15
20-Nov-25,BETA_INVEST,CL315614,SBIN,B,321,856.02,274782.42
2025-11-22,ALPHA_SEC,CL282858,ICICIBANK,S,122,2707.88,330361.36
2025-11-20,OMEGA_BROKING,CL300094,TATAMOTORS,S,141,244.85,34523.85
11-25-2025,ALPHA_SEC,CL833689,ICICIBANK,B,354,1506.24,533208.96
24-Nov-25,BETA_INVEST,CL846608,TATAMOTORS,S,138,195.52,26981.76
22/11/2025,DELTA_TRADES,CL843310,LT,S,400,2077.41,830964.0
24-Nov-25,ALPHA_SEC,CL630895,SBIN,S,39,470.24,18339.36
2025-11-24,DELTA_TRADES,CL551018,ICICIBANK,S,212,754.4,159932.8
25-Nov-25,BETA_INVEST,CL952453,RELIANCE,B,284,2255.99,640701.16
26-Nov-25,ALPHA_SEC,CL051934,TATAMOTORS,B,106,1961.51,207920.06
29/11/2025,BETA_INVEST,CL261444,RELIANCE,S,178,1985.39,353399.42
29/11/2025,OMEGA_BROKING,CL937647,RELIANCE,B,179,1366.6,244621.4
20/11/2025,BETA_INVEST,CL769245,LT,S,44,635.42,23795.84
25/11/2025,BETA_INVEST,CL803151,LT,S,325,2113.91,687020.75
11-20-2025,ALPHA_SEC,CL014674,SBIN,B,344,2187.0,752328.0
2025-11-23,DELTA_TRADES,CL173072,HDFC,B,385,697.96,268714.6
26/11/2025,OMEGA_BROKING,CL197651,ITC,S,205,756.43,155068.15
25/11/2025,BETA_INVEST,CL948848,RELIANCE,B,298,2641.85,787271.3
2025-11-25,DELTA_TRADES,CL719056,ICICIBANK,B,24,2070.49,49691.76
29-Nov-25,ALPHA_SEC,CL000739,ITC,B,244,2329.43,568380.92
20/11/2025,BETA_INVEST,CL888383,ICICIBANK,S,112,1939.34,217206.08
22-Nov-25,OMEGA_BROKING,CL546813,SBIN,B,323,2256.62,728888.26
11-26-2025,OMEGA_BROKING,CL611846,INFY,S,25,464.37,11609.25
2025-11-20,DELTA_TRADES,CL054974,TATAMOTORS,B,393,1239.49,487119.57
23/11/2025,BETA_INVEST,CL379521,SBIN,B,14,1526.34,21368.76
20/11/2025,ALPHA_SEC,CL203687,TATAMOTORS,B,11,1277.12,14048.32
22-Nov-25,OMEGA_BROKING,CL863448,SBIN,B,314,849.85,266852.9
21-Nov-25,DELTA_TRADES,CL318322,INFY,B,361,1531.21,552766.81
11-26-2025,DELTA_TRADES,CL158655,HDFC,B,101,1193.89,120582.89
25/11/2025,OMEGA_BROKING,CL835378,ITC,S,336,1338.3,449668.8
2025-11-23,ALPHA_SEC,CL855688,INFY,S,45,2295.82,103311.9
2025-11-21,BETA_INVEST,CL668692,SBIN,S,9,1568.04,14112.36
22-Nov-25,BETA_INVEST,CL670534,AXISBANK,B,56,2586.01,144816.56
11-25-2025,DELTA_TRADES,CL953283,LT,B,347,2672.85,927478.95
2025-11-26,OMEGA_BROKING,CL590021,KOTAKBANK,B,239,130.69,31234.91
11-20-2025,ALPHA_SEC,CL660394,TATAMOTORS,B,19,1137.09,21604.71
21/11/2025,DELTA_TRADES,CL664127,KOTAKBANK,B,378,1475.29,557659.62
2025-11-20,DELTA_TRADES,CL756542,KOTAKBANK,B,304,695.45,211416.8
11-22-2025,ALPHA_SEC,CL728433,HDFC,S,278,143.09,39779.02
2025-11-26,OMEGA_BROKING,CL380674,AXISBANK,B,339,2487.66,843316.74
2025-11-20,DELTA_TRADES,CL725016,KOTAKBANK,S,162,900.6,145897.2
2025-11-29,BETA_INVEST,CL654531,LT,B,26,976.09,25378.34
2025-11-24,ALPHA_SEC,CL081225,TATAMOTORS,B,347,1187.74,412145.78
2025-11-21,ALPHA_SEC,CL989241,SBIN,B,192,377.16,72414.72
2025-11-25,DELTA_TRADES,CL746663,ITC,S,275,581.02,159780.5
26-Nov-25,BETA_INVEST,CL097876,LT,S,269,426.96,114852.24
21/11/2025,ALPHA_SEC,CL239166,TATAMOTORS,B,230,852.68,196116.4
2025-11-22,OMEGA_BROKING,CL064239,HDFC,B,335,1498.54,502010.9
21/11/2025,BETA_INVEST,CL899665,SBIN,S,373,267.62,99822.26
2025-11-20,ALPHA_SEC,CL835754,KOTAKBANK,S,36,1611.51,58014.36
24/11/2025,ALPHA_SEC,CL850543,LT,B,387,1667.75,645419.25
25-Nov-25,ALPHA_SEC,CL382429,SBIN,S,346,2560.04,885773.84
11-20-2025,OMEGA_BROKING,CL955958,HDFC,S,265,1470.88,389783.2
26-Nov-25,ALPHA_SEC,CL166273,KOTAKBANK,B,67,113.5,7604.5
24/11/2025,ALPHA_SEC,CL766196,KOTAKBANK,S,225,876.67,197250.75
2025-11-24,OMEGA_BROKING,CL740878,LT,S,183,2309.17,422578.11
22-Nov-25,BETA_INVEST,CL600902,ITC,S,2,1832.54,3665.08
11-22-2025,OMEGA_BROKING,CL215654,RELIANCE,S,311,141.17,
2025-11-20,BETA_INVEST,CL248483,HDFC,S,374,1332.83,498478.42
