RecordDate,ExDate,ISIN,Symbol,CA_Type,Ratio,AmountPerShare,Source
2025-12-18,2025-12-14,INE062A01020,SBIN,DIVIDEND,,8.35,RTA
2025-10-19,2025-10-15,INE090A01021,ICICIBANK,SPLIT,1:1,,RTA
2025-10-12,2025-10-02,INE237A01028,KOTAKBANK,BONUS,3:5,,BSE
2025-12-24,2025-12-23,INE001A01036,HDFC,BONUS,1:2,,RTA
2025-10-26,2025-10-21,INE155A01022,TATAMOTORS,DIVIDEND,,13.81,BSE
2025-12-09,2025-12-04,INE155A01022,TATAMOTORS,BONUS,2:3,,BSE
2025-10-03,2025-10-01,INE237A01028,KOTAKBANK,RIGHTS,3:5,,NSE
2025-10-06,2025-10-02,INE009A01021,INFY,DIVIDEND,,1.17,BSE
2025-10-10,2025-09-30,INE001A01036,HDFC,MERGER,,,BSE
2025-09-25,2025-09-20,INE238A01026,AXISBANK,SPLIT,3:5,,NSE
2025-11-23,2025-11-20,INE062A01020,SBIN,RIGHTS,2:3,,RTA
2025-10-31,2025-10-22,INE155A01022,TATAMOTORS,DIVIDEND,,3.2,BSE
2025-11-12,2025-11-05,INE018A01030,LT,MERGER,,,RTA
2025-09-25,2025-09-19,INE018A01030,LT,MERGER,,,NSE
2025-10-16,2025-10-08,INE018A01030,LT,BONUS,3:5,,NSE
2025-09-23,2025-09-17,INE062A01020,SBIN,RIGHTS,3:5,,BSE
2025-12-05,2025-12-04,INE009A01021,INFY,DIVIDEND,,3.4,RTA
2025-12-16,2025-12-08,INE018A01030,LT,BONUS,3:5,,BSE
2025-10-11,2025-10-03,INE237A01028,KOTAKBANK,BONUS,3:5,,RTA
2025-11-27,2025-11-20,INE155A01022,TATAMOTORS,SPLIT,2:3,,BSE
2025-09-27,2025-09-19,INE238A01026,AXISBANK,MERGER,,,NSE
2025-10-19,2025-10-10,INE009A01021,INFY,BONUS,1:2,,NSE
2025-10-21,2025-10-11,INE009A01021,INFY,DIVIDEND,,17.56,RTA
2025-11-15,2025-11-12,INE009A01021,INFY,MERGER,,,NSE
2025-12-03,2025-11-29,INE062A01020,SBIN,RIGHTS,2:3,,NSE
2025-12-19,2025-12-15,INE001A01036,HDFC,MERGER,,,RTA
2025-11-09,2025-11-06,INE237A01028,KOTAKBANK,DIVIDEND,,5.41,BSE
2025-11-11,2025-11-05,INE155A01022,TATAMOTORS,RIGHTS,2:3,,NSE
2025-12-17,2025-12-11,INE018A01030,LT,SPLIT,2:3,,RTA
2025-10-29,2025-10-28,INE090A01021,ICICIBANK,MERGER,,,RTA
2025-11-01,2025-10-25,INE154A01025,ITC,SPLIT,2:3,,RTA
2025-11-03,2025-11-01,INE009A01021,INFY,MERGER,,,RTA
2025-10-05,2025-09-27,INE002A01018,RELIANCE,SPLIT,3:5,,BSE
2025-11-10,2025-11-06,INE238A01026,AXISBANK,SPLIT,1:2,,RTA
2025-09-24,2025-09-17,INE155A01022,TATAMOTORS,SPLIT,1:1,,BSE
2025-12-04,2025-11-27,INE001A01036,HDFC,BONUS,2:3,,RTA
2025-10-03,2025-09-24,INE154A01025,ITC,MERGER,,,BSE
2025-12-05,2025-11-29,INE018A01030,LT,SPLIT,3:5,,NSE
2025-11-26,2025-11-16,INE090A01021,ICICIBANK,SPLIT,1:2,,NSE
2025-10-18,2025-10-09,INE018A01030,LT,BONUS,1:1,,NSE
2025-10-25,2025-10-23,INE062A01020,SBIN,SPLIT,1:1,,RTA
2025-12-14,2025-12-07,INE090A01021,ICICIBANK,RIGHTS,1:2,,RTA
2025-12-12,2025-12-10,INE154A01025,ITC,RIGHTS,2:3,,RTA
2025-11-18,2025-11-09,INE009A01021,INFY,BONUS,1:2,,NSE
2025-11-06,2025-11-02,INE238A01026,AXISBANK,MERGER,,,NSE
2025-11-09,2025-11-06,INE090A01021,ICICIBANK,BONUS,1:1,,NSE
2025-10-02,2025-09-25,INE001A01036,HDFC,RIGHTS,1:1,,NSE
2025-12-08,2025-12-03,INE009A01021,INFY,RIGHTS,1:1,,BSE
2025-12-04,2025-12-02,INE002A01018,RELIANCE,BONUS,1:1,,NSE
2025-11-25,2025-11-18,INE238A01026,AXISBANK,MERGER,,,NSE
2025-11-03,2025-10-31,INE238A01026,AXISBANK,RIGHTS,1:2,,RTA
2025-12-25,2025-12-19,INE002A01018,RELIANCE,DIVIDEND,,6.1,BSE
2025-10-03,2025-09-26,INE002A01018,RELIANCE,BONUS,1:2,,BSE
2025-12-02,2025-12-01,INE155A01022,TATAMOTORS,SPLIT,1:1,,NSE
2025-09-21,2025-09-20,INE002A01018,RELIANCE,MERGER,,,RTA
2025-12-08,2025-11-28,INE009A01021,INFY,DIVIDEND,,8.6,RTA
2025-11-07,2025-11-01,INE155A01022,TATAMOTORS,BONUS,2:3,,RTA
2025-11-26,2025-11-19,INE155A01022,TATAMOTORS,SPLIT,1:2,,RTA
2025-10-26,2025-10-21,INE062A01020,SBIN,BONUS,1:1,,NSE
2025-12-17,2025-12-07,INE237A01028,KOTAKBANK,MERGER,,,RTA
2025-11-21,2025-11-16,INE155A01022,TATAMOTORS,SPLIT,1:2,,RTA
2025-12-01,2025-11-25,INE237A01028,KOTAKBANK,SPLIT,2:3,,NSE
2025-11-17,2025-11-07,INE090A01021,ICICIBANK,SPLIT,1:1,,RTA
2025-10-12,2025-10-02,INE001A01036,HDFC,BONUS,3:5,,NSE
2025-10-10,2025-10-06,INE238A01026,AXISBANK,BONUS,3:5,,RTA
2025-11-29,2025-11-28,INE062A01020,SBIN,RIGHTS,2:3,,BSE
2025-12-01,2025-11-26,INE154A01025,ITC,SPLIT,1:1,,BSE
2025-09-24,2025-09-17,INE154A01025,ITC,RIGHTS,2:3,,NSE
2025-10-26,2025-10-17,INE001A01036,HDFC,BONUS,2:3,,RTA
2025-12-10,2025-11-30,INE155A01022,TATAMOTORS,BONUS,1:2,,RTA
2025-11-22,2025-11-14,INE009A01021,INFY,BONUS,1:1,,NSE
2025-09-21,2025-09-13,INE155A01022,TATAMOTORS,RIGHTS,2:3,,NSE
2025-10-23,2025-10-16,INE009A01021,INFY,BONUS,1:1,,BSE
2025-12-17,2025-12-10,INE238A01026,AXISBANK,MERGER,,,NSE
2025-11-03,2025-11-02,INE018A01030,LT,RIGHTS,3:5,,NSE
2025-11-26,2025-11-20,INE090A01021,ICICIBANK,RIGHTS,1:1,,RTA
2025-11-16,2025-11-06,INE009A01021,INFY,BONUS,2:3,,BSE
2025-12-12,2025-12-04,INE002A01018,RELIANCE,RIGHTS,2:3,,RTA
2025-12-17,2025-12-14,INE001A01036,HDFC,MERGER,,,NSE
2025-09-28,2025-09-19,INE002A01018,RELIANCE,DIVIDEND,,17.68,BSE
2025-12-20,2025-12-10,INE002A01018,RELIANCE,BONUS,1:2,,NSE
2025-11-30,2025-11-22,INE090A01021,ICICIBANK,SPLIT,2:3,,RTA
2025-10-10,2025-10-09,INE009A01021,INFY,RIGHTS,3:5,,NSE
2025-12-18,2025-12-14,INE002A01018,RELIANCE,MERGER,,,RTA
2025-10-03,2025-09-26,INE155A01022,TATAMOTORS,MERGER,,,RTA
2025-12-04,2025-11-26,INE154A01025,ITC,BONUS,1:1,,BSE
2025-12-15,2025-12-12,INE018A01030,LT,MERGER,,,RTA
2025-12-01,2025-11-26,INE237A01028,KOTAKBANK,RIGHTS,3:5,,NSE
2025-10-12,2025-10-03,INE090A01021,ICICIBANK,DIVIDEND,,13.03,NSE
2025-12-15,2025-12-09,INE238A01026,AXISBANK,DIVIDEND,,6.86,RTA
2025-10-11,2025-10-10,INE237A01028,KOTAKBANK,BONUS,1:1,,RTA
2025-11-04,2025-11-03,INE154A01025,ITC,BONUS,1:2,,NSE
2025-10-20,2025-10-15,INE062A01020,SBIN,MERGER,,,NSE
2025-10-19,2025-10-18,INE002A01018,RELIANCE,SPLIT,3:5,,BSE
2025-10-27,2025-10-25,INE062A01020,SBIN,BONUS,3:5,,RTA
2025-11-30,2025-11-25,INE238A01026,AXISBANK,BONUS,2:3,,BSE
2025-12-08,2025-12-04,INE090A01021,ICICIBANK,RIGHTS,1:1,,BSE
2025-10-30,2025-10-26,INE155A01022,TATAMOTORS,SPLIT,1:2,,NSE
2025-11-06,2025-10-28,INE002A01018,RELIANCE,DIVIDEND,,19.47,RTA
2025-10-12,2025-10-02,INE018A01030,LT,MERGER,,,NSE
2025-11-25,2025-11-23,INE154A01025,ITC,MERGER,,,NSE
2025-10-09,2025-10-04,INE090A01021,ICICIBANK,BONUS,1:2,,BSE
2025-11-22,2025-11-21,INE090A01021,ICICIBANK,MERGER,,,RTA
2025-11-23,2025-11-16,INE062A01020,SBIN,BONUS,2:3,,RTA
2025-12-01,2025-11-24,INE238A01026,AXISBANK,DIVIDEND,,11.77,BSE
2025-12-19,2025-12-11,INE237A01028,KOTAKBANK,MERGER,,,NSE
2025-10-23,2025-10-13,INE002A01018,RELIANCE,BONUS,1:2,,BSE
2025-12-09,2025-12-08,INE155A01022,TATAMOTORS,MERGER,,,RTA
2025-11-26,2025-11-17,INE155A01022,TATAMOTORS,SPLIT,1:1,,RTA
2025-10-12,2025-10-07,INE009A01021,INFY,RIGHTS,1:1,,NSE
2025-12-04,2025-11-29,INE009A01021,INFY,MERGER,,,BSE
2025-10-09,2025-10-02,INE009A01021,INFY,BONUS,2:3,,NSE
2025-11-06,2025-10-29,INE155A01022,TATAMOTORS,MERGER,,,NSE
2025-10-29,2025-10-27,INE018A01030,LT,SPLIT,1:2,,BSE
2025-10-13,2025-10-03,INE237A01028,KOTAKBANK,MERGER,,,BSE
2025-10-08,2025-10-01,INE062A01020,SBIN,BONUS,1:1,,NSE
2025-11-27,2025-11-25,INE009A01021,INFY,SPLIT,1:1,,NSE
2025-12-04,2025-11-24,INE062A01020,SBIN,BONUS,3:5,,RTA
2025-10-28,2025-10-27,INE155A01022,TATAMOTORS,SPLIT,3:5,,RTA
2025-11-04,2025-10-30,INE154A01025,ITC,RIGHTS,3:5,,NSE
2025-09-26,2025-09-23,INE002A01018,RELIANCE,RIGHTS,2:3,,NSE
2025-11-09,2025-10-30,INE002A01018,RELIANCE,SPLIT,1:2,,NSE
2025-10-06,2025-10-01,INE062A01020,SBIN,BONUS,3:5,,NSE
2025-12-04,2025-11-26,INE001A01036,HDFC,BONUS,3:5,,RTA
2025-09-22,2025-09-19,INE237A01028,KOTAKBANK,RIGHTS,1:1,,NSE
2025-11-14,2025-11-06,INE018A01030,LT,RIGHTS,1:2,,RTA
2025-10-12,2025-10-04,INE002A01018,RELIANCE,DIVIDEND,,12.08,BSE
2025-10-16,2025-10-10,INE002A01018,RELIANCE,RIGHTS,1:1,,NSE
2025-11-09,2025-11-07,INE154A01025,ITC,SPLIT,1:1,,NSE
2025-10-03,2025-10-02,INE238A01026,AXISBANK,MERGER,,,BSE
2025-11-02,2025-10-27,INE018A01030,LT,RIGHTS,2:3,,BSE
2025-11-01,2025-10-30,INE002A01018,RELIANCE,MERGER,,,NSE
2025-10-20,2025-10-15,INE154A01025,ITC,MERGER,,,NSE
2025-12-25,2025-12-17,INE154A01025,ITC,RIGHTS,3:5,,BSE
2025-12-07,2025-12-03,INE001A01036,HDFC,BONUS,1:2,,NSE
2025-10-26,2025-10-18,INE018A01030,LT,DIVIDEND,,15.75,RTA
2025-09-24,2025-09-23,INE062A01020,SBIN,DIVIDEND,,1.47,NSE
2025-11-29,2025-11-25,INE018A01030,LT,BONUS,3:5,,RTA
2025-10-26,2025-10-19,INE002A01018,RELIANCE,SPLIT,2:3,,NSE
2025-10-08,2025-10-05,INE238A01026,AXISBANK,MERGER,,,NSE
2025-12-14,2025-12-04,INE154A01025,ITC,DIVIDEND,,10.47,NSE
2025-09-25,2025-09-21,INE154A01025,ITC,SPLIT,1:1,,RTA
2025-10-27,2025-10-19,INE090A01021,ICICIBANK,MERGER,,,NSE
2025-09-25,2025-09-16,INE018A01030,LT,DIVIDEND,,13.82,RTA
2025-09-23,2025-09-20,INE062A01020,SBIN,DIVIDEND,,4.83,NSE
2025-11-18,2025-11-17,INE062A01020,SBIN,BONUS,2:3,,RTA
2025-11-25,2025-11-15,INE237A01028,KOTAKBANK,SPLIT,1:2,,NSE
2025-12-03,2025-11-30,INE001A01036,HDFC,MERGER,,,RTA
2025-11-01,2025-10-27,INE009A01021,INFY,DIVIDEND,,19.68,RTA
2025-10-12,2025-10-10,INE002A01018,RELIANCE,RIGHTS,1:2,,NSE
2025-11-09,2025-11-07,INE090A01021,ICICIBANK,DIVIDEND,,19.42,BSE
2025-09-22,2025-09-21,INE062A01020,SBIN,RIGHTS,3:5,,NSE
2025-10-30,2025-10-25,INE238A01026,AXISBANK,DIVIDEND,,3.64,NSE
2025-11-01,2025-10-31,INE090A01021,ICICIBANK,BONUS,2:3,,BSE
2025-10-14,2025-10-10,INE154A01025,ITC,BONUS,3:5,,BSE
2025-11-14,2025-11-04,INE001A01036,HDFC,RIGHTS,3:5,,NSE
2025-10-21,2025-10-18,INE154A01025,ITC,SPLIT,1:1,,RTA
2025-10-12,2025-10-07,INE238A01026,AXISBANK,BONUS,1:2,,BSE
2025-10-22,2025-10-14,INE001A01036,HDFC,RIGHTS,3:5,,BSE
2025-12-17,2025-12-12,INE237A01028,KOTAKBANK,BONUS,1:1,,NSE
2025-09-29,2025-09-21,INE090A01021,ICICIBANK,DIVIDEND,,7.81,RTA
2025-10-08,2025-10-04,INE237A01028,KOTAKBANK,RIGHTS,2:3,,NSE
2025-11-18,2025-11-10,INE009A01021,INFY,BONUS,2:3,,RTA
2025-09-21,2025-09-15,INE062A01020,SBIN,BONUS,1:2,,BSE
2025-11-21,2025-11-12,INE001A01036,HDFC,MERGER,,,NSE
2025-11-15,2025-11-09,INE090A01021,ICICIBANK,SPLIT,2:3,,BSE
2025-11-23,2025-11-20,INE009A01021,INFY,MERGER,,,NSE
2025-09-28,2025-09-24,INE238A01026,AXISBANK,MERGER,,,NSE
2025-11-06,2025-10-28,INE018A01030,LT,RIGHTS,1:1,,BSE
2025-10-20,2025-10-12,INE155A01022,TATAMOTORS,BONUS,2:3,,NSE
2025-11-16,2025-11-07,INE009A01021,INFY,DIVIDEND,,17.46,NSE
2025-10-04,2025-10-02,INE002A01018,RELIANCE,DIVIDEND,,11.9,NSE
2025-10-30,2025-10-23,INE001A01036,HDFC,DIVIDEND,,4.52,RTA
2025-10-06,2025-09-29,INE062A01020,SBIN,MERGER,,,NSE
2025-12-01,2025-11-29,INE154A01025,ITC,DIVIDEND,,17.65,BSE
2025-11-15,2025-11-14,INE155A01022,TATAMOTORS,SPLIT,1:2,,BSE
2025-10-21,2025-10-18,INE238A01026,AXISBANK,SPLIT,1:1,,RTA
2025-12-05,2025-12-04,INE018A01030,LT,SPLIT,3:5,,NSE
2025-11-24,2025-11-21,INE062A01020,SBIN,DIVIDEND,,17.01,NSE
2025-09-25,2025-09-17,INE018A01030,LT,DIVIDEND,,3.61,BSE
2025-12-24,2025-12-22,INE238A01026,AXISBANK,SPLIT,2:3,,NSE
2025-12-26,2025-12-24,INE237A01028,KOTAKBANK,MERGER,,,NSE
2025-10-14,2025-10-08,INE002A01018,RELIANCE,SPLIT,1:1,,RTA
2025-12-17,2025-12-08,INE062A01020,SBIN,RIGHTS,3:5,,RTA
2025-11-19,2025-11-14,INE238A01026,AXISBANK,BONUS,3:5,,NSE
2025-12-18,2025-12-15,INE238A01026,AXISBANK,BONUS,1:2,,RTA
2025-10-29,2025-10-20,INE238A01026,AXISBANK,MERGER,,,RTA
2025-12-09,2025-12-03,INE002A01018,RELIANCE,BONUS,2:3,,BSE
2025-10-07,2025-09-27,INE090A01021,ICICIBANK,SPLIT,1:1,,BSE
2025-12-01,2025-11-29,INE090A01021,ICICIBANK,DIVIDEND,,2.52,NSE
2025-12-18,2025-12-13,INE062A01020,SBIN,MERGER,,,BSE
2025-12-11,2025-12-08,INE001A01036,HDFC,BONUS,3:5,,RTA
2025-11-24,2025-11-16,INE001A01036,HDFC,SPLIT,2:3,,RTA
2025-11-08,2025-10-31,INE090A01021,ICICIBANK,RIGHTS,1:2,,BSE
2025-10-14,2025-10-10,INE154A01025,ITC,DIVIDEND,,10.16,NSE
2025-10-03,2025-09-24,INE237A01028,KOTAKBANK,BONUS,1:2,,NSE
2025-12-16,2025-12-06,INE001A01036,HDFC,BONUS,3:5,,BSE
2025-12-09,2025-12-08,INE155A01022,TATAMOTORS,DIVIDEND,,2.3,BSE
2025-12-19,2025-12-10,INE001A01036,HDFC,BONUS,1:2,,RTA
2025-11-13,2025-11-03,INE018A01030,LT,RIGHTS,1:1,,NSE
2025-11-11,2025-11-05,INE238A01026,AXISBANK,RIGHTS,3:5,,BSE
2025-10-04,2025-10-01,INE002A01018,RELIANCE,BONUS,1:2,,NSE
2025-10-18,2025-10-15,INE062A01020,SBIN,DIVIDEND,,15.55,NSE
2025-10-10,2025-09-30,INE238A01026,AXISBANK,MERGER,,,RTA
2025-11-07,2025-11-06,INE154A01025,ITC,BONUS,1:2,,NSE
2025-12-25,2025-12-24,INE090A01021,ICICIBANK,DIVIDEND,,15.82,RTA
2025-12-06,2025-12-03,INE018A01030,LT,DIVIDEND,,2.24,RTA
2025-10-25,2025-10-22,INE155A01022,TATAMOTORS,BONUS,2:3,,NSE
2025-09-24,2025-09-15,INE155A01022,TATAMOTORS,BONUS,1:2,,RTA
2025-11-30,2025-11-27,INE018A01030,LT,SPLIT,3:5,,RTA
2025-11-10,2025-11-07,INE018A01030,LT,MERGER,,,RTA
2025-10-18,2025-10-11,INE002A01018,RELIANCE,RIGHTS,3:5,,NSE
2025-12-19,2025-12-10,INE155A01022,TATAMOTORS,RIGHTS,3:5,,BSE
2025-10-28,2025-10-22,INE238A01026,AXISBANK,MERGER,,,BSE
2025-10-12,2025-10-04,INE002A01018,RELIANCE,MERGER,,,BSE
2025-12-11,2025-12-02,INE062A01020,SBIN,SPLIT,1:1,,NSE
2025-11-08,2025-11-02,INE090A01021,ICICIBANK,RIGHTS,1:2,,RTA
2025-12-23,2025-12-17,INE154A01025,ITC,SPLIT,1:2,,RTA
2025-09-26,2025-09-17,INE238A01026,AXISBANK,DIVIDEND,,11.18,RTA
2025-12-01,2025-11-22,INE238A01026,AXISBANK,MERGER,,,BSE
2025-11-15,2025-11-07,INE237A01028,KOTAKBANK,RIGHTS,1:2,,BSE
2025-09-21,2025-09-12,INE002A01018,RELIANCE,BONUS,2:3,,BSE
2025-09-27,2025-09-23,INE237A01028,KOTAKBANK,SPLIT,2:3,,RTA
2025-11-06,2025-10-30,INE155A01022,TATAMOTORS,SPLIT,1:1,,NSE
2025-12-26,2025-12-18,INE237A01028,KOTAKBANK,DIVIDEND,,17.65,BSE
2025-11-26,2025-11-18,INE238A01026,AXISBANK,SPLIT,2:3,,NSE
2025-10-31,2025-10-27,INE062A01020,SBIN,DIVIDEND,,12.96,NSE
2025-12-01,2025-11-25,INE238A01026,AXISBANK,DIVIDEND,,17.91,BSE
2025-12-04,2025-12-01,INE237A01028,KOTAKBANK,RIGHTS,1:1,,RTA
2025-11-26,2025-11-24,INE018A01030,LT,DIVIDEND,,2.11,BSE
2025-09-29,2025-09-27,INE090A01021,ICICIBANK,MERGER,,,RTA
2025-11-05,2025-11-01,INE155A01022,TATAMOTORS,BONUS,1:1,,BSE
2025-12-06,2025-11-28,INE155A01022,TATAMOTORS,MERGER,,,NSE
2025-12-04,2025-11-26,INE018A01030,LT,MERGER,,,RTA
2025-11-02,2025-10-31,INE090A01021,ICICIBANK,DIVIDEND,,8.96,BSE
2025-12-10,2025-12-05,INE155A01022,TATAMOTORS,DIVIDEND,,15.88,BSE
2025-12-13,2025-12-12,INE018A01030,LT,RIGHTS,2:3,,NSE
2025-09-28,2025-09-20,INE090A01021,ICICIBANK,MERGER,,,BSE
2025-11-07,2025-11-03,INE237A01028,KOTAKBANK,RIGHTS,1:1,,RTA
2025-10-31,2025-10-27,INE018A01030,LT,BONUS,1:1,,NSE
2025-11-19,2025-11-16,INE238A01026,AXISBANK,RIGHTS,3:5,,NSE
2025-10-12,2025-10-05,INE002A01018,RELIANCE,DIVIDEND,,3.16,RTA
2025-11-09,2025-11-08,INE155A01022,TATAMOTORS,RIGHTS,1:2,,RTA
2025-12-22,2025-12-18,INE154A01025,ITC,RIGHTS,2:3,,BSE
2025-11-29,2025-11-24,INE002A01018,RELIANCE,BONUS,3:5,,NSE
2025-12-06,2025-12-02,INE154A01025,ITC,MERGER,,,BSE
2025-11-22,2025-11-14,INE009A01021,INFY,MERGER,,,BSE
2025-12-01,2025-11-27,INE090A01021,ICICIBANK,MERGER,,,NSE
2025-10-23,2025-10-22,INE154A01025,ITC,BONUS,1:1,,NSE
2025-11-30,2025-11-22,INE009A01021,INFY,BONUS,3:5,,NSE
2025-10-21,2025-10-19,INE090A01021,ICICIBANK,RIGHTS,1:1,,NSE
2025-12-12,2025-12-09,INE090A01021,ICICIBANK,SPLIT,3:5,,RTA
2025-12-26,2025-12-16,INE238A01026,AXISBANK,BONUS,2:3,,NSE
2025-12-07,2025-11-28,INE090A01021,ICICIBANK,BONUS,2:3,,NSE
2025-11-25,2025-11-24,INE018A01030,LT,BONUS,3:5,,NSE
2025-10-11,2025-10-06,INE154A01025,ITC,BONUS,1:2,,NSE
2025-12-16,2025-12-11,INE155A01022,TATAMOTORS,DIVIDEND,,11.12,BSE
2025-12-07,2025-11-27,INE002A01018,RELIANCE,DIVIDEND,,10.45,RTA
2025-12-07,2025-12-06,INE001A01036,HDFC,DIVIDEND,,9.35,BSE
2025-10-07,2025-09-28,INE238A01026,AXISBANK,BONUS,3:5,,NSE
2025-09-30,2025-09-21,INE154A01025,ITC,MERGER,,,BSE
2025-11-03,2025-10-25,INE155A01022,TATAMOTORS,SPLIT,1:1,,BSE
2025-10-31,2025-10-23,INE155A01022,TATAMOTORS,MERGER,,,BSE
2025-12-20,2025-12-10,INE154A01025,ITC,RIGHTS,3:5,,NSE
2025-09-26,2025-09-25,INE090A01021,ICICIBANK,MERGER,,,NSE
2025-10-23,2025-10-22,INE002A01018,RELIANCE,SPLIT,1:2,,BSE
2025-11-08,2025-10-31,INE238A01026,AXISBANK,SPLIT,2:3,,RTA
2025-12-16,2025-12-08,INE062A01020,SBIN,MERGER,,,NSE
2025-11-11,2025-11-02,INE002A01018,RELIANCE,RIGHTS,3:5,,RTA
2025-10-06,2025-09-26,INE009A01021,INFY,RIGHTS,3:5,,NSE
2025-10-23,2025-10-15,INE009A01021,INFY,SPLIT,1:2,,NSE
2025-09-26,2025-09-24,INE002A01018,RELIANCE,DIVIDEND,,5.38,BSE
2025-12-19,2025-12-14,INE002A01018,RELIANCE,MERGER,,,BSE
2025-12-10,2025-11-30,INE002A01018,RELIANCE,RIGHTS,2:3,,RTA
2025-10-19,2025-10-17,INE237A01028,KOTAKBANK,SPLIT,2:3,,NSE
2025-10-26,2025-10-16,INE002A01018,RELIANCE,SPLIT,1:2,,BSE
2025-09-28,2025-09-26,INE018A01030,LT,MERGER,,,NSE
2025-12-07,2025-12-06,INE002A01018,RELIANCE,BONUS,1:2,,BSE
2025-11-29,2025-11-21,INE001A01036,HDFC,SPLIT,1:2,,NSE
2025-10-09,2025-10-02,INE155A01022,TATAMOTORS,SPLIT,3:5,,BSE
2025-12-23,2025-12-16,INE155A01022,TATAMOTORS,RIGHTS,3:5,,BSE
2025-11-03,2025-11-02,INE237A01028,KOTAKBANK,SPLIT,1:2,,NSE
2025-12-20,2025-12-18,INE062A01020,SBIN,DIVIDEND,,12.59,NSE
2025-10-13,2025-10-12,INE002A01018,RELIANCE,MERGER,,,RTA
2025-11-24,2025-11-20,INE009A01021,INFY,DIVIDEND,,15.33,RTA
2025-11-17,2025-11-15,INE154A01025,ITC,BONUS,1:2,,RTA
2025-12-16,2025-12-08,INE090A01021,ICICIBANK,RIGHTS,1:1,,NSE
2025-09-28,2025-09-22,INE238A01026,AXISBANK,RIGHTS,3:5,,BSE
2025-09-28,2025-09-25,INE062A01020,SBIN,MERGER,,,BSE
2025-11-08,2025-11-05,INE002A01018,RELIANCE,DIVIDEND,,2.64,RTA
2025-10-10,2025-10-04,INE002A01018,RELIANCE,BONUS,1:2,,BSE
2025-12-18,2025-12-15,INE238A01026,AXISBANK,BONUS,3:5,,NSE
2025-12-25,2025-12-21,INE154A01025,ITC,BONUS,1:2,,RTA
2025-10-04,2025-09-30,INE238A01026,AXISBANK,DIVIDEND,,4.25,BSE
2025-11-12,2025-11-10,INE009A01021,INFY,SPLIT,1:2,,RTA
2025-12-18,2025-12-15,INE238A01026,AXISBANK,SPLIT,3:5,,NSE
2025-10-03,2025-09-28,INE155A01022,TATAMOTORS,SPLIT,1:1,,RTA
2025-10-31,2025-10-24,INE062A01020,SBIN,DIVIDEND,,6.13,BSE
2025-10-12,2025-10-02,INE062A01020,SBIN,DIVIDEND,,15.77,RTA
2025-12-02,2025-11-27,INE001A01036,HDFC,MERGER,,,BSE
2025-10-29,2025-10-22,INE154A01025,ITC,RIGHTS,1:2,,NSE
2025-12-18,2025-12-17,INE018A01030,LT,SPLIT,3:5,,NSE
2025-10-03,2025-09-27,INE009A01021,INFY,BONUS,1:2,,RTA
2025-12-13,2025-12-09,INE155A01022,TATAMOTORS,RIGHTS,2:3,,BSE
2025-10-02,2025-09-28,INE002A01018,RELIANCE,SPLIT,1:2,,RTA
2025-12-10,2025-12-03,INE154A01025,ITC,MERGER,,,NSE
2025-10-29,2025-10-20,INE237A01028,KOTAKBANK,MERGER,,,BSE
2025-12-25,2025-12-19,INE062A01020,SBIN,DIVIDEND,,1.93,NSE
2025-11-30,2025-11-23,INE018A01030,LT,SPLIT,2:3,,NSE
2025-11-06,2025-10-29,INE002A01018,RELIANCE,SPLIT,1:2,,RTA
2025-12-21,2025-12-19,INE238A01026,AXISBANK,SPLIT,1:2,,RTA
2025-10-18,2025-10-08,INE002A01018,RELIANCE,MERGER,,,BSE
2025-12-17,2025-12-10,INE009A01021,INFY,BONUS,1:2,,BSE
2025-10-13,2025-10-07,INE090A01021,ICICIBANK,SPLIT,1:2,,BSE
2025-12-05,2025-11-25,INE001A01036,HDFC,RIGHTS,1:2,,BSE
2025-09-25,2025-09-23,INE090A01021,ICICIBANK,SPLIT,2:3,,BSE
2025-11-13,2025-11-10,INE237A01028,KOTAKBANK,BONUS,1:2,,RTA
2025-12-10,2025-12-05,INE009A01021,INFY,RIGHTS,1:1,,RTA
2025-10-31,2025-10-24,INE002A01018,RELIANCE,BONUS,1:2,,BSE
2025-12-01,2025-11-27,INE018A01030,LT,MERGER,,,RTA
2025-11-23,2025-11-17,INE090A01021,ICICIBANK,RIGHTS,3:5,,RTA
2025-11-16,2025-11-08,INE090A01021,ICICIBANK,SPLIT,2:3,,RTA
2025-09-23,2025-09-16,INE009A01021,INFY,DIVIDEND,,10.02,BSE
2025-12-16,2025-12-13,INE237A01028,KOTAKBANK,DIVIDEND,,4.46,BSE
2025-10-22,2025-10-16,INE018A01030,LT,MERGER,,,BSE
2025-10-13,2025-10-12,INE018A01030,LT,MERGER,,,NSE
2025-10-16,2025-10-14,INE090A01021,ICICIBANK,MERGER,,,NSE
2025-11-23,2025-11-17,INE238A01026,AXISBANK,DIVIDEND,,8.67,RTA
2025-11-16,2025-11-11,INE154A01025,ITC,SPLIT,1:2,,BSE
2025-11-20,2025-11-19,INE009A01021,INFY,SPLIT,3:5,,NSE
2025-12-12,2025-12-04,INE154A01025,ITC,SPLIT,1:2,,NSE
2025-10-27,2025-10-24,INE062A01020,SBIN,RIGHTS,1:2,,BSE
2025-10-30,2025-10-20,INE238A01026,AXISBANK,DIVIDEND,,17.19,RTA
2025-11-09,2025-11-06,INE002A01018,RELIANCE,SPLIT,1:1,,RTA
