TxnDate,ValueDate,Narration,Amount,RefNo
2025-11-26,2025-11-27,IMPS,36495,LED-004664
2025-11-19,2025-11-20,BROKER PAYOUT,57901,LED-004665
2025-11-26,2025-11-27,BROKER PAYOUT,-69991,LED-004666
2025-11-20,,IMPS,74809,LED-004667
2025-11-29,2025-11-30,ATM WDL,-119712,LED-004668
2025-11-20,2025-11-21,AUTO SWEEP,132479,LED-004669
2025-11-23,2025-11-25,BROKER PAYOUT,-29120,LED-004670
2025-11-27,2025-11-28,ATM WDL,35856,LED-004671
2025-12-01,2025-12-03,BROKER PAYOUT,153124,LED-004672
2025-11-24,2025-11-24,IMPS,31757,LED-004673
2025-11-21,2025-11-21,IMPS,51017,LED-004674
2025-11-20,2025-11-20,BROKER PAYOUT,-49699,LED-004675
2025-11-19,2025-11-21,ATM WDL,51318,LED-004676
2025-11-20,,UPI,-189242,LED-004677
2025-11-28,2025-11-29,BROKER PAYIN,-119633,LED-004678
2025-11-20,2025-11-21,AUTO SWEEP,73498,LED-004679
2025-11-21,2025-11-22,BROKER PAYIN,-63814,LED-004680
2025-11-29,2025-11-29,BROKER PAYIN,-193359,LED-004681
2025-11-27,2025-11-29,ATM WDL,157559,LED-004682
2025-11-18,2025-11-20,ATM WDL,125569,LED-004683
2025-11-25,2025-11-26,UPI,43439,LED-004684
2025-11-18,2025-11-18,BROKER PAYIN,162274,LED-004685
2025-11-20,2025-11-21,UPI,20005,LED-004686
2025-11-22,2025-11-24,IMPS,44974,LED-004687
2025-11-27,2025-11-27,BROKER PAYIN,179159,LED-004688
2025-11-21,2025-11-22,ATM WDL,181931,LED-004689
2025-11-30,2025-11-30,IMPS,-151193,LED-004690
2025-11-29,2025-11-29,BROKER PAYIN,67242,LED-004691
2025-11-17,2025-11-18,UPI,-199689,LED-004692
2025-11-20,,,-98605,LED-004693
2025-11-29,2025-11-30,UPI,69861,LED-004694
2025-11-25,2025-11-26,UPI,39742,LED-004695
2025-12-01,2025-12-03,IMPS,182110,LED-004696
2025-11-17,2025-11-17,BROKER PAYIN,57705,LED-004697
2025-11-17,2025-11-17,UPI,-13849,LED-004698
2025-11-28,2025-11-29,UPI,78521,LED-004699
2025-11-29,2025-11-30,ATM WDL,45760,LED-004700
2025-11-28,2025-11-28,ATM WDL,-193686,LED-004701
2025-11-29,2025-11-30,UPI,-6872,LED-004702
2025-11-27,2025-11-29,UPI,-76794,LED-004703
2025-11-20,2025-11-20,BROKER PAYOUT,179850,LED-004704
2025-11-26,2025-11-28,IMPS,-73788,LED-004705
2025-11-19,2025-11-21,IMPS,95133,LED-004706
2025-11-19,2025-11-20,BROKER PAYOUT,-99128,LED-004707
2025-11-21,2025-11-21,IMPS,21491,LED-004708
2025-11-25,,BROKER PAYIN,15855,LED-004709
2025-12-01,2025-12-03,BROKER PAYOUT,184670,LED-004710
2025-11-21,2025-11-23,IMPS,-4327,LED-004711
2025-12-01,,AUTO SWEEP,35233,LED-004712
2025-11-18,2025-11-18,AUTO SWEEP,183616,LED-004713
2025-11-17,2025-11-19,BROKER PAYIN,22369,LED-004714
2025-11-29,2025-12-01,ATM WDL,-98659,LED-004715
2025-11-19,2025-11-19,IMPS,158648,LED-004716
2025-11-29,2025-11-30,BROKER PAYOUT,-89795,LED-004717
2025-11-25,2025-11-25,UPI,-61417,LED-004718
2025-11-21,2025-11-23,BROKER PAYOUT,-76165,LED-004719
2025-11-27,2025-11-27,ATM WDL,7577,LED-004720
2025-11-30,,IMPS,-183098,LED-004721
2025-12-01,2025-12-01,ATM WDL,51771,LED-004722
2025-11-18,2025-11-20,UPI,20736,LED-004723
2025-11-30,2025-12-01,IMPS,-192067,LED-004724
2025-11-28,2025-11-29,UPI,52296,LED-004725
2025-11-26,2025-11-26,UPI,32768,LED-004726
2025-12-01,2025-12-02,UPI,33932,LED-004727
2025-11-21,2025-11-22,ATM WDL,-179069,LED-004728
2025-11-22,2025-11-23,ATM WDL,-12984,LED-004729
2025-11-29,2025-11-29,BROKER PAYIN,-6980,LED-004730
2025-11-24,2025-11-26,AUTO SWEEP,177363,LED-004731
2025-11-27,2025-11-27,ATM WDL,108354,LED-004732
2025-11-30,2025-12-02,ATM WDL,-105680,LED-004733
2025-11-19,,ATM WDL,52513,LED-004734
2025-11-18,2025-11-18,AUTO SWEEP,-154357,LED-004735
2025-11-18,2025-11-19,BROKER PAYOUT,31026,LED-004736
2025-11-28,2025-11-29,IMPS,-142992,LED-004737
2025-11-25,2025-11-27,ATM WDL,94642,LED-004738
2025-11-30,2025-12-01,BROKER PAYOUT,-57092,LED-004739
2025-11-18,2025-11-20,UPI,93903,LED-004740
2025-11-26,2025-11-28,IMPS,104598,LED-004741
2025-11-26,2025-11-26,AUTO SWEEP,-169247,LED-004742
2025-11-30,2025-12-02,BROKER PAYOUT,171349,LED-004743
2025-11-17,,ATM WDL,-103803,LED-004744
2025-11-27,2025-11-28,BROKER PAYIN,-144950,LED-004745
2025-11-29,2025-11-29,UPI,-166928,LED-004746
2025-11-18,2025-11-20,AUTO SWEEP,175805,LED-004747
2025-11-28,2025-11-29,SUSPICIOUS BULK WITHDRAWAL,-1889457,LED-004748
2025-11-28,2025-11-30,BROKER PAYIN,-46201,LED-004749
2025-11-24,2025-11-25,BROKER PAYIN,66789,LED-004750
2025-11-25,2025-11-26,ATM WDL,-6506,LED-004751
2025-11-20,2025-11-21,AUTO SWEEP,73768,LED-004752
2025-11-24,2025-11-24,UPI,-171553,LED-004753
2025-11-18,2025-11-20,UPI,-174766,LED-004754
2025-11-27,2025-11-29,IMPS,17090,LED-004755
2025-11-27,2025-11-29,UPI,49848,LED-004756
2025-11-20,,BROKER PAYOUT,129385,LED-004757
2025-11-19,2025-11-19,BROKER PAYIN,-141280,LED-004758
2025-11-23,2025-11-25,UPI,-121303,LED-004759
2025-11-18,2025-11-19,BROKER PAYOUT,4082,LED-004760
2025-11-27,2025-11-29,UPI,-168240,LED-004761
2025-11-24,2025-11-25,BROKER PAYIN,-24334,LED-004762
2025-11-20,2025-11-21,BROKER PAYOUT,-3242,LED-004763
2025-11-23,2025-11-24,BROKER PAYOUT,95955,LED-004764
2025-11-25,2025-11-25,UPI,-24480,LED-004765
2025-11-30,2025-11-30,BROKER PAYIN,197008,LED-004766
2025-12-01,2025-12-01,BROKER PAYIN,-37063,LED-004767
2025-11-20,2025-11-22,ATM WDL,-41825,LED-004768
2025-11-23,2025-11-24,AUTO SWEEP,-128652,LED-004769
2025-11-19,2025-11-20,UPI,-94574,LED-004770
2025-11-25,2025-11-26,IMPS,151387,LED-004771
2025-11-28,2025-11-30,AUTO SWEEP,13386,LED-004772
2025-11-28,2025-11-29,UPI,-41561,LED-004773
2025-11-28,2025-11-28,BROKER PAYOUT,112887,LED-004774
2025-11-23,2025-11-25,AUTO SWEEP,-94526,LED-004775
2025-11-20,2025-11-21,ATM WDL,187520,LED-004776
2025-11-29,,UPI,-94429,LED-004777
2025-11-21,2025-11-22,ATM WDL,112410,LED-004778
2025-11-21,2025-11-23,IMPS,-152086,LED-004779
2025-11-23,2025-11-24,AUTO SWEEP,-59270,LED-004780
2025-11-17,2025-11-17,IMPS,89734,LED-004781
2025-11-28,,AUTO SWEEP,-110257,LED-004782
2025-11-28,2025-11-29,UPI,-142947,LED-004783
2025-11-25,2025-11-27,IMPS,152088,LED-004784
2025-11-27,2025-11-29,AUTO SWEEP,116409,LED-004785
2025-11-24,2025-11-25,ATM WDL,45013,LED-004786
2025-11-29,2025-11-30,BROKER PAYIN,-19244,LED-004787
2025-11-25,2025-11-25,ATM WDL,-193853,LED-004788
2025-11-25,2025-11-27,BROKER PAYOUT,-110177,LED-004789
2025-11-23,2025-11-24,AUTO SWEEP,27851,LED-004790
2025-12-01,2025-12-03,AUTO SWEEP,-44379,LED-004791
2025-11-29,2025-11-30,IMPS,115176,LED-004792
2025-11-26,2025-11-26,UPI,-45083,LED-004793
2025-11-21,2025-11-22,UPI,170795,LED-004794
2025-11-17,,BROKER PAYOUT,89927,LED-004795
2025-11-28,2025-11-28,BROKER PAYOUT,-27205,LED-004796
2025-11-29,2025-11-30,IMPS,95636,LED-004797
2025-11-29,2025-12-01,BROKER PAYOUT,124084,LED-004798
2025-11-26,2025-11-27,ATM WDL,31504,LED-004799
2025-11-27,2025-11-27,BROKER PAYIN,22787,LED-004800
2025-12-01,2025-12-01,AUTO SWEEP,119547,LED-004801
2025-11-20,2025-11-22,IMPS,95241,LED-004802
2025-11-21,2025-11-22,ATM WDL,26145,LED-004803
2025-11-24,2025-11-25,UPI,-43697,LED-004804
2025-11-27,2025-11-28,IMPS,-124397,LED-004805
2025-11-30,,BROKER PAYIN,178582,LED-004806
2025-11-20,2025-11-20,ATM WDL,155748,LED-004807
2025-11-23,,ATM WDL,-110225,LED-004808
2025-11-22,2025-11-24,IMPS,-3205,LED-004809
2025-11-28,,BROKER PAYIN,93303,LED-004810
2025-11-26,2025-11-28,UPI,-48630,LED-004811
2025-12-01,2025-12-02,AUTO SWEEP,-148742,LED-004812
2025-11-24,,BROKER PAYOUT,-131134,LED-004813
2025-12-01,2025-12-01,UPI,15922,LED-004814
2025-11-28,2025-11-28,SUSPICIOUS BULK WITHDRAWAL,-1839444,LED-004815
2025-11-20,2025-11-20,AUTO SWEEP,150594,LED-004816
2025-11-28,2025-11-30,BROKER PAYIN,-51579,LED-004817
2025-11-28,2025-11-29,BROKER PAYOUT,130183,LED-004818
2025-11-17,2025-11-18,IMPS,-152319,LED-004819
2025-11-22,2025-11-22,BROKER PAYIN,36702,LED-004820
2025-11-26,2025-11-28,UPI,-15989,LED-004821
2025-11-27,2025-11-27,UPI,22407,LED-004822
2025-11-24,2025-11-26,BROKER PAYIN,-135936,LED-004823
2025-11-25,2025-11-27,BROKER PAYIN,74302,LED-004824
2025-12-01,2025-12-03,SUSPICIOUS BULK WITHDRAWAL,-1415419,LED-004825
2025-11-26,2025-11-26,IMPS,-63857,LED-004826
2025-11-20,,BROKER PAYOUT,131490,LED-004827
2025-11-25,,BROKER PAYIN,107075,LED-004828
2025-11-20,,ATM WDL,172707,LED-004829
2025-11-24,2025-11-25,IMPS,-169910,LED-004830
2025-11-26,2025-11-26,ATM WDL,199799,LED-004831
2025-11-20,2025-11-20,ATM WDL,89664,LED-004832
2025-11-22,2025-11-22,IMPS,154151,LED-004833
2025-11-28,2025-11-30,IMPS,83286,LED-004834
2025-11-30,2025-12-02,AUTO SWEEP,-145038,LED-004835
2025-11-28,2025-11-28,AUTO SWEEP,-138588,LED-004836
2025-11-21,,UPI,-64219,LED-004837
2025-11-27,2025-11-27,AUTO SWEEP,-6385,LED-004838
2025-11-18,2025-11-19,BROKER PAYIN,138696,LED-004839
2025-11-23,2025-11-24,BROKER PAYIN,64643,LED-004840
2025-11-25,2025-11-25,ATM WDL,-15276,LED-004841
2025-12-01,,UPI,186393,LED-004842
2025-11-28,2025-11-29,ATM WDL,-93967,LED-004843
2025-11-18,2025-11-18,BROKER PAYIN,130565,LED-004844
2025-11-29,2025-11-30,BROKER PAYIN,157037,LED-004845
2025-11-24,2025-11-24,IMPS,112608,LED-004846
2025-11-20,2025-11-22,UPI,97937,LED-004847
2025-11-24,2025-11-26,BROKER PAYIN,-80663,LED-004848
2025-11-28,2025-11-29,IMPS,-115997,LED-004849
2025-11-25,2025-11-27,AUTO SWEEP,72536,LED-004850
2025-11-30,2025-12-02,IMPS,-108735,LED-004851
2025-11-21,2025-11-21,BROKER PAYIN,95116,LED-004852
2025-11-28,2025-11-30,BROKER PAYIN,11553,LED-004853
2025-11-24,2025-11-26,IMPS,97665,LED-004854
2025-11-23,2025-11-23,ATM WDL,-110728,LED-004855
2025-11-30,2025-12-01,AUTO SWEEP,-15833,LED-004856
2025-11-21,2025-11-22,ATM WDL,-84422,LED-004857
2025-11-24,2025-11-25,IMPS,-190136,LED-004858
2025-11-22,2025-11-23,AUTO SWEEP,-67130,LED-004859
2025-11-28,2025-11-28,BROKER PAYOUT,-5872,LED-004860
2025-11-19,2025-11-21,UPI,194830,LED-004861
2025-11-19,2025-11-19,UPI,-142977,LED-004862
2025-11-24,2025-11-25,IMPS,91039,LED-004863
2025-11-23,2025-11-25,BROKER PAYOUT,-174633,LED-004864
2025-11-30,2025-12-01,UPI,-187358,LED-004865
2025-11-26,2025-11-27,BROKER PAYIN,-61164,LED-004866
2025-11-22,2025-11-23,UPI,-102853,LED-004867
2025-11-27,2025-11-28,BROKER PAYIN,-192252,LED-004868
2025-11-18,2025-11-20,AUTO SWEEP,-84535,LED-004869
2025-11-27,2025-11-27,BROKER PAYOUT,27916,LED-004870
2025-11-29,2025-12-01,AUTO SWEEP,-96821,LED-004871
2025-11-24,2025-11-26,ATM WDL,175721,LED-004872
2025-11-25,2025-11-25,UPI,49119,LED-004873
2025-11-28,2025-11-29,BROKER PAYIN,-61905,LED-004874
2025-11-23,2025-11-25,BROKER PAYOUT,-29555,LED-004875
2025-12-01,2025-12-02,ATM WDL,-168710,LED-004876
2025-11-20,,IMPS,-165343,LED-004877
2025-11-30,2025-11-30,IMPS,113193,LED-004878
2025-11-18,2025-11-20,UPI,-1510,LED-004879
2025-11-27,2025-11-27,BROKER PAYIN,-68145,LED-004880
2025-11-17,2025-11-18,BROKER PAYIN,-133656,LED-004881
2025-11-17,2025-11-17,UPI,197392,LED-004882
2025-11-18,2025-11-20,IMPS,52981,LED-004883
2025-11-20,2025-11-20,BROKER PAYIN,98085,LED-004884
2025-11-18,2025-11-20,,-138069,LED-004885
2025-11-17,2025-11-19,UPI,54673,LED-004886
2025-12-01,2025-12-03,BROKER PAYOUT,76815,LED-004887
2025-11-25,2025-11-26,IMPS,-169543,LED-004888
2025-12-01,,IMPS,-76001,LED-004889
2025-11-27,2025-11-29,IMPS,175451,LED-004890
2025-11-29,2025-11-29,IMPS,134237,LED-004891
2025-11-19,2025-11-21,UPI,-29359,LED-004892
2025-11-23,2025-11-25,IMPS,137029,LED-004893
2025-11-23,2025-11-23,AUTO SWEEP,58069,LED-004894
2025-12-01,2025-12-03,ATM WDL,60838,LED-004895
2025-12-01,2025-12-03,ATM WDL,-26555,LED-004896
2025-11-28,2025-11-29,IMPS,27174,LED-004897
2025-11-20,,IMPS,-120189,LED-004898
2025-11-19,,ATM WDL,33855,LED-004899
2025-11-23,2025-11-23,AUTO SWEEP,-63531,LED-004900
2025-11-30,2025-11-30,BROKER PAYIN,7111,LED-004901
2025-11-22,2025-11-22,BROKER PAYOUT,-92539,LED-004902
2025-11-19,2025-11-19,UPI,192023,LED-004903
2025-11-26,2025-11-26,BROKER PAYOUT,-93798,LED-004904
2025-11-18,2025-11-18,BROKER PAYIN,140424,LED-004905
2025-11-27,2025-11-28,BROKER PAYOUT,176507,LED-004906
2025-11-26,2025-11-26,ATM WDL,-76836,LED-004907
2025-11-27,2025-11-29,AUTO SWEEP,-159856,LED-004908
2025-11-27,2025-11-28,IMPS,57642,LED-004909
2025-11-23,2025-11-25,ATM WDL,-62219,LED-004910
2025-11-22,2025-11-22,AUTO SWEEP,-25672,LED-004911
2025-11-22,2025-11-22,BROKER PAYOUT,-185875,LED-004912
2025-11-23,2025-11-24,BROKER PAYOUT,-1509,LED-004913
2025-11-24,,BROKER PAYIN,53652,LED-004914
2025-11-22,2025-11-24,UPI,-183808,LED-004915
2025-11-26,2025-11-26,BROKER PAYOUT,51792,LED-004916
2025-11-27,2025-11-29,UPI,-32932,LED-004917
2025-11-23,2025-11-24,UPI,-16626,LED-004918
2025-11-22,2025-11-22,UPI,-98705,LED-004919
2025-11-21,2025-11-22,,88675,LED-004920
2025-11-18,2025-11-18,BROKER PAYOUT,-184111,LED-004921
2025-11-26,2025-11-26,BROKER PAYIN,164815,LED-004922
2025-11-30,2025-11-30,BROKER PAYOUT,-2452,LED-004923
2025-11-20,2025-11-20,UPI,97835,LED-004924
2025-11-28,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-1432675,LED-004925
2025-11-24,2025-11-25,AUTO SWEEP,189190,LED-004926
2025-11-21,2025-11-22,ATM WDL,110295,LED-004927
2025-11-30,2025-11-30,BROKER PAYOUT,-154300,LED-004928
2025-11-30,2025-11-30,BROKER PAYOUT,-17351,LED-004929
2025-11-25,2025-11-26,ATM WDL,-174387,LED-004930
2025-11-17,2025-11-17,UPI,167192,LED-004931
2025-11-28,2025-11-30,BROKER PAYIN,-81034,LED-004932
2025-11-28,,BROKER PAYOUT,188175,LED-004933
2025-11-20,2025-11-22,ATM WDL,-35819,LED-004934
2025-11-18,,ATM WDL,147653,LED-004935
2025-11-20,2025-11-20,,107977,LED-004936
2025-11-27,2025-11-27,IMPS,-189790,LED-004937
2025-11-25,2025-11-26,IMPS,-26398,LED-004938
2025-11-28,2025-11-30,BROKER PAYIN,-54642,LED-004939
2025-11-22,2025-11-24,BROKER PAYOUT,151001,LED-004940
2025-11-19,2025-11-20,ATM WDL,112022,LED-004941
2025-11-29,2025-11-30,AUTO SWEEP,-65265,LED-004942
2025-11-20,2025-11-21,BROKER PAYOUT,128650,LED-004943
2025-11-20,2025-11-20,IMPS,181432,LED-004944
2025-11-29,2025-12-01,UPI,-5446,LED-004945
2025-11-20,2025-11-22,UPI,12606,LED-004946
2025-11-26,2025-11-26,ATM WDL,81348,LED-004947
2025-11-23,2025-11-25,UPI,71948,LED-004948
2025-11-20,2025-11-20,IMPS,-169411,LED-004949
2025-11-24,,BROKER PAYOUT,193419,LED-004950
2025-11-17,2025-11-19,ATM WDL,11471,LED-004951
2025-11-23,2025-11-24,ATM WDL,153788,LED-004952
2025-11-29,2025-11-29,ATM WDL,168726,LED-004953
2025-11-24,2025-11-26,ATM WDL,151765,LED-004954
2025-11-27,2025-11-29,BROKER PAYOUT,-64083,LED-004955
2025-11-28,,IMPS,-127370,LED-004956
2025-11-30,2025-12-01,BROKER PAYIN,-66552,LED-004957
2025-11-20,,BROKER PAYIN,-48675,LED-004958
2025-11-26,2025-11-28,BROKER PAYIN,194209,LED-004959
2025-11-20,2025-11-22,IMPS,156304,LED-004960
2025-11-18,2025-11-19,BROKER PAYOUT,-157735,LED-004961
2025-11-24,2025-11-26,UPI,-105963,LED-004962
2025-11-19,2025-11-21,BROKER PAYIN,-56980,LED-004963
2025-11-24,2025-11-25,BROKER PAYOUT,17354,LED-004964
2025-12-01,2025-12-03,IMPS,-193480,LED-004965
2025-11-25,2025-11-27,,-98829,LED-004966
2025-11-29,2025-12-01,SUSPICIOUS BULK WITHDRAWAL,-891427,LED-004967
2025-11-20,2025-11-20,BROKER PAYOUT,18180,LED-004968
2025-11-21,2025-11-23,BROKER PAYIN,125189,LED-004969
2025-12-01,,BROKER PAYOUT,55948,LED-004970
2025-11-28,2025-11-29,BROKER PAYIN,-146733,LED-004971
2025-11-22,2025-11-24,AUTO SWEEP,86894,LED-004972
2025-11-29,2025-11-30,BROKER PAYOUT,107214,LED-004973
2025-11-18,2025-11-20,BROKER PAYIN,172912,LED-004974
2025-11-22,,IMPS,-35678,LED-004975
2025-11-18,2025-11-18,IMPS,-117146,LED-004976
2025-11-27,2025-11-29,UPI,195356,LED-004977
2025-11-18,2025-11-18,IMPS,-145932,LED-004978
2025-11-30,2025-11-30,BROKER PAYIN,-39434,LED-004979
2025-11-28,2025-11-28,UPI,36116,LED-004980
2025-11-24,2025-11-26,IMPS,-118695,LED-004981
2025-11-18,2025-11-20,IMPS,130234,LED-004982
2025-11-25,2025-11-27,UPI,188228,LED-004983
2025-11-23,2025-11-25,ATM WDL,67238,LED-004984
2025-11-17,2025-11-17,UPI,157313,LED-004985
2025-11-27,2025-11-28,BROKER PAYOUT,199988,LED-004986
2025-11-28,2025-11-29,,-19444,LED-004987
2025-11-20,2025-11-22,BROKER PAYIN,33158,LED-004988
2025-11-30,2025-11-30,BROKER PAYOUT,160173,LED-004989
2025-11-17,2025-11-17,ATM WDL,117704,LED-004990
2025-11-22,2025-11-24,ATM WDL,129601,LED-004991
2025-12-01,2025-12-03,BROKER PAYIN,-37087,LED-004992
2025-11-30,2025-11-30,IMPS,163362,LED-004993
2025-11-28,2025-11-28,BROKER PAYIN,172079,LED-004994
2025-11-17,,ATM WDL,45602,LED-004995
2025-11-17,2025-11-19,IMPS,-155764,LED-004996
2025-11-24,2025-11-25,UPI,-68353,LED-004997
2025-11-27,2025-11-29,BROKER PAYIN,-47283,LED-004998
2025-11-18,2025-11-18,ATM WDL,-167244,LED-004999
2025-11-26,2025-11-27,BROKER PAYIN,-133117,LED-005000
2025-11-28,2025-11-30,IMPS,111492,LED-005001
2025-12-01,,UPI,-146318,LED-005002
2025-11-20,2025-11-21,UPI,180353,LED-005003
2025-11-17,2025-11-19,UPI,101864,LED-005004
2025-11-19,2025-11-21,UPI,154282,LED-005005
2025-11-20,2025-11-21,BROKER PAYIN,96736,LED-005006
2025-11-29,2025-11-30,,27501,LED-005007
2025-11-17,2025-11-17,BROKER PAYIN,13260,LED-005008
2025-11-25,2025-11-25,ATM WDL,-154556,LED-005009
2025-11-28,2025-11-28,IMPS,186344,LED-005010
2025-11-20,2025-11-22,BROKER PAYIN,-176587,LED-005011
2025-11-27,2025-11-28,BROKER PAYOUT,-160147,LED-005012
2025-11-17,2025-11-18,BROKER PAYOUT,198932,LED-005013
2025-11-28,2025-11-28,UPI,117600,LED-005014
2025-11-30,,AUTO SWEEP,-100420,LED-005015
2025-11-23,2025-11-25,SUSPICIOUS BULK WITHDRAWAL,-1052940,LED-005016
2025-11-20,,UPI,-158649,LED-005017
2025-11-28,2025-11-28,AUTO SWEEP,-184196,LED-005018
2025-11-29,2025-11-30,IMPS,182845,LED-005019
2025-11-26,2025-11-26,AUTO SWEEP,-110025,LED-005020
2025-11-28,2025-11-29,UPI,180875,LED-005021
2025-11-22,,UPI,-50078,LED-005022
2025-11-18,2025-11-20,ATM WDL,36172,LED-005023
2025-11-27,2025-11-29,BROKER PAYIN,-121814,LED-005024
2025-11-23,2025-11-24,AUTO SWEEP,-168676,LED-005025
2025-11-24,2025-11-24,ATM WDL,192843,LED-005026
2025-11-26,2025-11-28,IMPS,4965,LED-005027
2025-11-18,2025-11-20,UPI,21992,LED-005028
2025-11-17,2025-11-19,UPI,-79186,LED-005029
2025-11-20,2025-11-21,BROKER PAYIN,-147106,LED-005030
2025-11-20,2025-11-20,IMPS,199703,LED-005031
2025-11-21,2025-11-21,IMPS,7744,LED-005032
2025-11-26,2025-11-28,AUTO SWEEP,143055,LED-005033
2025-11-29,2025-11-29,SUSPICIOUS BULK WITHDRAWAL,-1792615,LED-005034
2025-11-19,2025-11-20,BROKER PAYIN,-115248,LED-005035
2025-11-30,2025-11-30,ATM WDL,139651,LED-005036
2025-11-30,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-1410494,LED-005037
2025-11-28,2025-11-29,ATM WDL,50546,LED-005038
2025-11-27,2025-11-28,ATM WDL,-101841,LED-005039
2025-11-18,2025-11-18,BROKER PAYOUT,156834,LED-005040
2025-11-30,2025-12-01,IMPS,-115240,LED-005041
2025-11-17,2025-11-19,BROKER PAYOUT,-21743,LED-005042
2025-11-23,2025-11-24,BROKER PAYOUT,-165695,LED-005043
2025-11-25,2025-11-26,UPI,-148581,LED-005044
2025-11-24,2025-11-26,BROKER PAYOUT,-154350,LED-005045
2025-11-24,2025-11-26,IMPS,130605,LED-005046
2025-11-29,,UPI,56100,LED-005047
2025-11-30,2025-11-30,ATM WDL,161754,LED-005048
2025-12-01,2025-12-02,ATM WDL,-5513,LED-005049
2025-12-01,2025-12-02,BROKER PAYOUT,-92817,LED-005050
2025-11-23,2025-11-25,UPI,180459,LED-005051
2025-11-17,2025-11-17,UPI,-91644,LED-005052
2025-11-19,2025-11-20,IMPS,129536,LED-005053
2025-11-18,2025-11-19,ATM WDL,45352,LED-005054
2025-11-27,2025-11-27,ATM WDL,13094,LED-005055
2025-11-20,2025-11-21,ATM WDL,-172261,LED-005056
2025-11-24,2025-11-26,BROKER PAYOUT,-173526,LED-005057
2025-11-21,2025-11-21,BROKER PAYOUT,178147,LED-005058
2025-11-22,2025-11-23,SUSPICIOUS BULK WITHDRAWAL,-1587164,LED-005059
2025-11-21,2025-11-21,AUTO SWEEP,-199879,LED-005060
2025-11-17,2025-11-19,AUTO SWEEP,183528,LED-005061
2025-11-18,2025-11-20,BROKER PAYIN,18575,LED-005062
2025-11-24,,AUTO SWEEP,-3459,LED-005063
2025-11-28,2025-11-28,UPI,109934,LED-005064
2025-11-21,2025-11-21,BROKER PAYOUT,137964,LED-005065
2025-11-28,2025-11-28,BROKER PAYOUT,156950,LED-005066
2025-11-24,2025-11-26,AUTO SWEEP,-162117,LED-005067
2025-11-29,2025-12-01,ATM WDL,25080,LED-005068
2025-11-30,2025-11-30,BROKER PAYIN,-179471,LED-005069
2025-11-20,2025-11-21,BROKER PAYIN,-27043,LED-005070
2025-11-23,2025-11-25,IMPS,-140642,LED-005071
2025-11-23,2025-11-23,BROKER PAYIN,81740,LED-005072
2025-11-27,2025-11-29,UPI,-118674,LED-005073
2025-11-26,2025-11-28,AUTO SWEEP,-105601,LED-005074
2025-11-30,2025-11-30,BROKER PAYIN,113337,LED-005075
2025-11-18,2025-11-18,IMPS,28182,LED-005076
2025-11-27,2025-11-29,AUTO SWEEP,23527,LED-005077
2025-11-18,2025-11-18,UPI,71070,LED-005078
2025-11-21,2025-11-21,IMPS,139817,LED-005079
2025-11-26,2025-11-28,ATM WDL,-6765,LED-005080
2025-11-19,2025-11-19,IMPS,-126157,LED-005081
2025-11-19,2025-11-20,AUTO SWEEP,-63045,LED-005082
2025-11-22,2025-11-23,AUTO SWEEP,-121112,LED-005083
2025-11-30,2025-12-01,ATM WDL,56434,LED-005084
2025-12-01,,BROKER PAYIN,177477,LED-005085
2025-11-25,2025-11-27,BROKER PAYIN,93750,LED-005086
2025-11-26,2025-11-28,UPI,190121,LED-005087
2025-11-26,2025-11-27,IMPS,108550,LED-005088
2025-11-30,2025-12-02,IMPS,-95055,LED-005089
2025-11-23,2025-11-23,UPI,7854,LED-005090
2025-11-25,2025-11-26,UPI,110769,LED-005091
2025-11-22,2025-11-23,IMPS,-64759,LED-005092
2025-11-27,2025-11-29,UPI,-59220,LED-005093
2025-11-23,2025-11-24,BROKER PAYIN,-154602,LED-005094
2025-11-20,2025-11-21,ATM WDL,6354,LED-005095
2025-11-25,2025-11-25,BROKER PAYIN,111706,LED-005096
2025-11-21,2025-11-21,BROKER PAYIN,-117326,LED-005097
2025-11-28,2025-11-29,ATM WDL,-4518,LED-005098
2025-11-25,2025-11-25,BROKER PAYIN,86987,LED-005099
2025-11-23,2025-11-23,BROKER PAYOUT,43857,LED-005100
2025-11-29,,ATM WDL,67828,LED-005101
2025-11-29,2025-11-29,ATM WDL,-163209,LED-005102
2025-11-29,2025-11-30,BROKER PAYIN,37264,LED-005103
2025-11-27,2025-11-29,AUTO SWEEP,-86898,LED-005104
2025-11-30,2025-12-01,BROKER PAYOUT,97482,LED-005105
2025-11-27,2025-11-29,UPI,12822,LED-005106
2025-11-28,2025-11-28,,-132221,LED-005107
2025-11-17,2025-11-19,IMPS,169707,LED-005108
2025-11-21,2025-11-21,BROKER PAYIN,11792,LED-005109
2025-11-27,,,-141727,LED-005110
2025-11-22,2025-11-23,BROKER PAYOUT,-45726,LED-005111
2025-11-17,2025-11-19,BROKER PAYOUT,-64947,LED-005112
2025-11-23,2025-11-23,UPI,-83089,LED-005113
2025-11-22,2025-11-24,ATM WDL,-22177,LED-005114
2025-11-22,2025-11-24,BROKER PAYIN,83561,LED-005115
2025-11-22,2025-11-22,AUTO SWEEP,-159734,LED-005116
2025-12-01,2025-12-02,UPI,116741,LED-005117
2025-11-17,2025-11-19,IMPS,128998,LED-005118
2025-11-22,2025-11-23,IMPS,-74905,LED-005119
