TxnDate,ValueDate,Description,Debit,Credit,Balance,RefNo
2025-11-19,2025-11-21,BANK / DP CHARGES,1508,,-12585309.0,TXN-0005859
2025-11-22,2025-11-23,CLIENT FUNDING - RTGS,,138739,-12446570.0,TXN-0005860
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,238970,-12207600.0,TXN-0005861
2025-11-28,2025-11-30,CLIENT FUNDING - RTGS,,115515,-12092085.0,TXN-0005862
2025-11-25,2025-11-27,MISC ADJUSTMENT,,47626,-12044459.0,TXN-0005863
2025-11-26,2025-11-28,BANK / DP CHARGES,1266,,-12045725.0,TXN-0005864
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,90266,,-12135991.0,TXN-0005865
2025-11-26,2025-11-26,MISC ADJUSTMENT,,37780,-12098211.0,TXN-0005866
2025-11-27,2025-11-28,MISC ADJUSTMENT,,48227,-12049984.0,TXN-0005867
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,157351,-11892633.0,TXN-0005868
2025-11-16,2025-11-16,PAYOUT TO CLIENT,22839,,-11915472.0,TXN-0005869
2025-11-23,2025-11-23,PAYOUT TO CLIENT,171680,,-12087152.0,TXN-0005870
2025-11-15,2025-11-16,BANK / DP CHARGES,1507,,-12088659.0,TXN-0005871
2025-11-18,2025-11-19,MISC ADJUSTMENT,,15368,-12073291.0,TXN-0005872
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,31813,,-12105104.0,TXN-0005873
2025-11-22,2025-11-23,MISC ADJUSTMENT,34870,,-12139974.0,TXN-0005874
2025-11-24,2025-11-24,BANK / DP CHARGES,792,,-12140766.0,TXN-0005875
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,104019,-12036747.0,TXN-0005876
2025-11-15,2025-11-15,BANK / DP CHARGES,890,,-12037637.0,TXN-0005877
2025-11-20,2025-11-21,CLIENT FUNDING - RTGS,,277379,-11760258.0,TXN-0005878
2025-11-28,2025-11-29,BANK / DP CHARGES,764,,-11761022.0,TXN-0005879
2025-11-17,2025-11-19,MISC ADJUSTMENT,13146,,-11774168.0,TXN-0005880
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,218622,-11555546.0,TXN-0005881
2025-11-18,2025-11-18,MISC ADJUSTMENT,26091,,-11581637.0,TXN-0005882
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,28318,,-11609955.0,TXN-0005883
2025-11-26,2025-11-26,MISC ADJUSTMENT,48760,,-11658715.0,TXN-0005884
2025-11-23,2025-11-23,BANK / DP CHARGES,412,,-11659127.0,TXN-0005885
2025-11-17,2025-11-17,MISC ADJUSTMENT,,24844,-11634283.0,TXN-0005886
2025-11-15,2025-11-16,BROKERAGE / TRADE SETTLEMENT,43133,,-11677416.0,TXN-0005887
2025-11-17,2025-11-19,MISC ADJUSTMENT,49235,,-11726651.0,TXN-0005888
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,138694,-11587957.0,TXN-0005889
2025-11-25,2025-11-25,MISC ADJUSTMENT,,38418,-11549539.0,TXN-0005890
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,109765,,-11659304.0,TXN-0005891
2025-11-22,2025-11-23,MISC ADJUSTMENT,21757,,-11681061.0,TXN-0005892
2025-11-23,2025-11-23,PAYOUT TO CLIENT,103238,,-11784299.0,TXN-0005893
2025-11-23,2025-11-24,CLIENT FUNDING - RTGS,,267738,-11516561.0,TXN-0005894
2025-11-20,2025-11-20,MISC ADJUSTMENT,19022,,-11535583.0,TXN-0005895
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,275254,-11260329.0,TXN-0005896
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,154423,-11105906.0,TXN-0005897
2025-11-18,2025-11-20,BANK / DP CHARGES,453,,-11106359.0,TXN-0005898
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,264689,-10841670.0,TXN-0005899
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,262496,-10579174.0,TXN-0005900
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,224272,-10354902.0,TXN-0005901
2025-11-24,2025-11-25,MISC ADJUSTMENT,47901,,-10402803.0,TXN-0005902
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,53879,,-10456682.0,TXN-0005903
2025-11-25,2025-11-27,BANK / DP CHARGES,1476,,-10458158.0,TXN-0005904
2025-11-15,2025-11-17,PAYOUT TO CLIENT,54440,,-10512598.0,TXN-0005905
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,66902,,-10579500.0,TXN-0005906
2025-11-29,2025-11-29,MISC ADJUSTMENT,14888,,-10594388.0,TXN-0005907
2025-11-25,2025-11-25,PAYOUT TO CLIENT,124755,,-10719143.0,TXN-0005908
2025-11-21,2025-11-21,MISC ADJUSTMENT,,9254,-10709889.0,TXN-0005909
2025-11-18,2025-11-20,PAYOUT TO CLIENT,71660,,-10781549.0,TXN-0005910
2025-11-20,2025-11-21,MISC ADJUSTMENT,,20442,-10761107.0,TXN-0005911
2025-11-15,2025-11-17,PAYOUT TO CLIENT,179156,,-10940263.0,TXN-0005912
2025-11-25,2025-11-27,PAYOUT TO CLIENT,55596,,-10995859.0,TXN-0005913
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,226870,-10768989.0,TXN-0005914
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,37183,,-10806172.0,TXN-0005915
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,133347,,-10939519.0,TXN-0005916
2025-11-29,2025-11-29,BANK / DP CHARGES,191,,-10939710.0,TXN-0005917
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,109190,,-11048900.0,TXN-0005918
2025-11-22,2025-11-22,BANK / DP CHARGES,1569,,-11050469.0,TXN-0005919
2025-11-23,2025-11-23,BANK / DP CHARGES,360,,-11050829.0,TXN-0005920
2025-11-29,2025-12-01,BANK / DP CHARGES,656,,-11051485.0,TXN-0005921
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,148690,,-11200175.0,TXN-0005922
2025-11-23,2025-11-25,PAYOUT TO CLIENT,130532,,-11330707.0,TXN-0005923
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,95262,-11235445.0,TXN-0005924
2025-11-26,2025-11-28,MISC ADJUSTMENT,,13704,-11221741.0,TXN-0005925
2025-11-29,2025-11-30,MISC ADJUSTMENT,,28862,-11192879.0,TXN-0005926
2025-11-27,2025-11-28,MISC ADJUSTMENT,27637,,-11220516.0,TXN-0005927
2025-11-29,2025-12-01,MISC ADJUSTMENT,21585,,-11242101.0,TXN-0005928
2025-11-21,2025-11-22,MISC ADJUSTMENT,7169,,-11249270.0,TXN-0005929
2025-11-16,2025-11-16,PAYOUT TO CLIENT,87505,,-11336775.0,TXN-0005930
2025-11-25,2025-11-25,BANK / DP CHARGES,1925,,-11338700.0,TXN-0005931
2025-11-28,2025-11-28,BANK / DP CHARGES,1957,,-11340657.0,TXN-0005932
2025-11-18,2025-11-18,MISC ADJUSTMENT,,42739,-11297918.0,TXN-0005933
2025-11-23,2025-11-24,MISC ADJUSTMENT,14563,,-11312481.0,TXN-0005934
2025-11-19,2025-11-19,PAYOUT TO CLIENT,66616,,-11379097.0,TXN-0005935
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,60940,-11318157.0,TXN-0005936
2025-11-28,2025-11-30,PAYOUT TO CLIENT,149628,,-11467785.0,TXN-0005937
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,128038,,-11595823.0,TXN-0005938
2025-11-19,2025-11-19,MISC ADJUSTMENT,38439,,-11634262.0,TXN-0005939
2025-11-26,2025-11-28,CLIENT FUNDING - RTGS,,55888,-11578374.0,TXN-0005940
2025-11-21,2025-11-22,BROKERAGE / TRADE SETTLEMENT,69004,,-11647378.0,TXN-0005941
2025-11-20,2025-11-22,BANK / DP CHARGES,969,,-11648347.0,TXN-0005942
2025-11-25,2025-11-25,BANK / DP CHARGES,586,,-11648933.0,TXN-0005943
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,35762,,-11684695.0,TXN-0005944
2025-11-28,2025-11-29,BANK / DP CHARGES,1942,,-11686637.0,TXN-0005945
2025-11-18,2025-11-18,PAYOUT TO CLIENT,160675,,-11847312.0,TXN-0005946
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,89282,,-11936594.0,TXN-0005947
2025-11-20,2025-11-20,MISC ADJUSTMENT,,9220,-11927374.0,TXN-0005948
2025-11-15,2025-11-16,PAYOUT TO CLIENT,86513,,-12013887.0,TXN-0005949
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,94046,,-12107933.0,TXN-0005950
2025-11-27,2025-11-27,PAYOUT TO CLIENT,129451,,-12237384.0,TXN-0005951
2025-11-24,2025-11-25,MISC ADJUSTMENT,45370,,-12282754.0,TXN-0005952
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,178598,-12104156.0,TXN-0005953
2025-11-25,2025-11-25,PAYOUT TO CLIENT,37430,,-12141586.0,TXN-0005954
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,270046,-11871540.0,TXN-0005955
2025-11-28,2025-11-29,BROKERAGE / TRADE SETTLEMENT,89384,,-11960924.0,TXN-0005956
2025-11-15,2025-11-15,PAYOUT TO CLIENT,144060,,-12104984.0,TXN-0005957
2025-11-23,2025-11-24,CLIENT FUNDING - RTGS,,194823,-11910161.0,TXN-0005958
2025-11-23,2025-11-25,PAYOUT TO CLIENT,196498,,-12106659.0,TXN-0005959
2025-11-28,2025-11-30,PAYOUT TO CLIENT,130839,,-12237498.0,TXN-0005960
2025-11-28,2025-11-30,BANK / DP CHARGES,516,,-12238014.0,TXN-0005961
2025-11-18,2025-11-18,PAYOUT TO CLIENT,153320,,-12391334.0,TXN-0005962
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,108198,,-12499532.0,TXN-0005963
2025-11-25,2025-11-26,MISC ADJUSTMENT,41546,,-12541078.0,TXN-0005964
2025-11-18,2025-11-19,PAYOUT TO CLIENT,135665,,-12676743.0,TXN-0005965
2025-11-28,2025-11-30,BROKERAGE / TRADE SETTLEMENT,52756,,-12729499.0,TXN-0005966
2025-11-24,2025-11-25,BROKERAGE / TRADE SETTLEMENT,15772,,-12745271.0,TXN-0005967
2025-11-26,2025-11-27,BANK / DP CHARGES,1748,,-12747019.0,TXN-0005968
2025-11-17,2025-11-17,BANK / DP CHARGES,916,,-12747935.0,TXN-0005969
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,144357,-12603578.0,TXN-0005970
2025-11-29,2025-11-29,BANK / DP CHARGES,1672,,-12605250.0,TXN-0005971
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,243998,-12361252.0,TXN-0005972
2025-11-15,2025-11-16,CLIENT FUNDING - RTGS,,254021,-12107231.0,TXN-0005973
2025-11-26,2025-11-26,MISC ADJUSTMENT,20090,,-12127321.0,TXN-0005974
2025-11-20,2025-11-22,PAYOUT TO CLIENT,79043,,-12206364.0,TXN-0005975
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,75403,,-12281767.0,TXN-0005976
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,83870,-12197897.0,TXN-0005977
2025-11-26,2025-11-26,MISC ADJUSTMENT,39833,,-12237730.0,TXN-0005978
2025-11-20,2025-11-21,BROKERAGE / TRADE SETTLEMENT,87731,,-12325461.0,TXN-0005979
2025-11-28,2025-11-28,BANK / DP CHARGES,1547,,-12327008.0,TXN-0005980
2025-11-23,2025-11-23,BANK / DP CHARGES,157,,-12327165.0,TXN-0005981
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,166767,-12160398.0,TXN-0005982
2025-11-22,2025-11-22,PAYOUT TO CLIENT,122666,,-12283064.0,TXN-0005983
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,50364,,-12333428.0,TXN-0005984
2025-11-20,2025-11-20,PAYOUT TO CLIENT,137547,,-12470975.0,TXN-0005985
2025-11-19,2025-11-20,PAYOUT TO CLIENT,48568,,-12519543.0,TXN-0005986
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,293876,-12225667.0,TXN-0005987
2025-11-28,2025-11-29,MISC ADJUSTMENT,,26382,-12199285.0,TXN-0005988
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,220376,-11978909.0,TXN-0005989
2025-11-20,2025-11-20,MISC ADJUSTMENT,,18686,-11960223.0,TXN-0005990
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,22483,,-11982706.0,TXN-0005991
2025-11-29,2025-11-29,MISC ADJUSTMENT,,48032,-11934674.0,TXN-0005992
2025-11-26,2025-11-27,MISC ADJUSTMENT,7864,,-11942538.0,TXN-0005993
2025-11-16,2025-11-16,MISC ADJUSTMENT,9462,,-11952000.0,TXN-0005994
2025-11-18,2025-11-20,PAYOUT TO CLIENT,61766,,-12013766.0,TXN-0005995
2025-11-17,2025-11-17,BANK / DP CHARGES,637,,-12014403.0,TXN-0005996
2025-11-18,2025-11-18,MISC ADJUSTMENT,37214,,-12051617.0,TXN-0005997
2025-11-23,2025-11-23,MISC ADJUSTMENT,,16077,-12035540.0,TXN-0005998
2025-11-23,2025-11-24,CLIENT FUNDING - RTGS,,186650,-11848890.0,TXN-0005999
2025-11-18,2025-11-18,MISC ADJUSTMENT,8375,,-11857265.0,TXN-0006000
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,97716,-11759549.0,TXN-0006001
2025-11-28,2025-11-28,BANK / DP CHARGES,1945,,-11761494.0,TXN-0006002
2025-11-24,2025-11-24,MISC ADJUSTMENT,41152,,-11802646.0,TXN-0006003
2025-11-23,2025-11-25,BANK / DP CHARGES,537,,-11803183.0,TXN-0006004
2025-11-27,2025-11-27,MISC ADJUSTMENT,19267,,-11822450.0,TXN-0006005
2025-11-18,2025-11-18,PAYOUT TO CLIENT,51894,,-11874344.0,TXN-0006006
2025-11-26,2025-11-28,BANK / DP CHARGES,1990,,-11876334.0,TXN-0006007
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,221951,-11654383.0,TXN-0006008
2025-11-21,2025-11-21,BANK / DP CHARGES,591,,-11654974.0,TXN-0006009
2025-11-26,2025-11-26,BANK / DP CHARGES,1452,,-11656426.0,TXN-0006010
2025-11-15,2025-11-16,CLIENT FUNDING - RTGS,,216032,-11440394.0,TXN-0006011
2025-11-29,2025-11-29,BANK / DP CHARGES,593,,-11440987.0,TXN-0006012
2025-11-21,2025-11-21,MISC ADJUSTMENT,,46234,-11394753.0,TXN-0006013
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,81839,,-11476592.0,TXN-0006014
2025-11-28,2025-11-29,BANK / DP CHARGES,1697,,-11478289.0,TXN-0006015
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,128068,,-11606357.0,TXN-0006016
2025-11-25,2025-11-25,BANK / DP CHARGES,1400,,-11607757.0,TXN-0006017
2025-11-27,2025-11-29,CLIENT FUNDING - RTGS,,266029,-11341728.0,TXN-0006018
2025-11-15,2025-11-15,MISC ADJUSTMENT,,46349,-11295379.0,TXN-0006019
2025-11-26,2025-11-26,MISC ADJUSTMENT,,26293,-11269086.0,TXN-0006020
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,92500,,-11361586.0,TXN-0006021
2025-11-20,2025-11-20,PAYOUT TO CLIENT,197699,,-11559285.0,TXN-0006022
2025-11-26,2025-11-27,BROKERAGE / TRADE SETTLEMENT,75987,,-11635272.0,TXN-0006023
2025-11-24,2025-11-24,PAYOUT TO CLIENT,87563,,-11722835.0,TXN-0006024
2025-11-28,2025-11-28,BANK / DP CHARGES,1894,,-11724729.0,TXN-0006025
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,84619,-11640110.0,TXN-0006026
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,136808,,-11776918.0,TXN-0006027
2025-11-28,2025-11-28,BANK / DP CHARGES,554,,-11777472.0,TXN-0006028
2025-11-24,2025-11-25,MISC ADJUSTMENT,,10461,-11767011.0,TXN-0006029
2025-11-19,2025-11-20,MISC ADJUSTMENT,,40344,-11726667.0,TXN-0006030
2025-11-24,2025-11-26,PAYOUT TO CLIENT,175782,,-11902449.0,TXN-0006031
2025-11-26,2025-11-28,PAYOUT TO CLIENT,189417,,-12091866.0,TXN-0006032
2025-11-26,2025-11-26,MISC ADJUSTMENT,28869,,-12120735.0,TXN-0006033
2025-11-29,2025-11-30,CLIENT FUNDING - RTGS,,146526,-11974209.0,TXN-0006034
2025-11-29,2025-12-01,BANK / DP CHARGES,575,,-11974784.0,TXN-0006035
2025-11-15,2025-11-15,MISC ADJUSTMENT,,48748,-11926036.0,TXN-0006036
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,128838,,-12054874.0,TXN-0006037
2025-11-28,2025-11-30,BANK / DP CHARGES,1759,,-12056633.0,TXN-0006038
2025-11-19,2025-11-20,CLIENT FUNDING - RTGS,,180466,-11876167.0,TXN-0006039
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,105671,,-11981838.0,TXN-0006040
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,222314,-11759524.0,TXN-0006041
2025-11-18,2025-11-18,BANK / DP CHARGES,1365,,-11760889.0,TXN-0006042
2025-11-17,2025-11-17,PAYOUT TO CLIENT,194007,,-11954896.0,TXN-0006043
2025-11-22,2025-11-24,CLIENT FUNDING - RTGS,,195119,-11759777.0,TXN-0006044
2025-11-24,2025-11-26,BROKERAGE / TRADE SETTLEMENT,22941,,-11782718.0,TXN-0006045
2025-11-17,2025-11-17,BANK / DP CHARGES,1616,,-11784334.0,TXN-0006046
2025-11-18,2025-11-20,PAYOUT TO CLIENT,119240,,-11903574.0,TXN-0006047
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,194672,-11708902.0,TXN-0006048
2025-11-21,2025-11-22,PAYOUT TO CLIENT,125345,,-11834247.0,TXN-0006049
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,195315,-11638932.0,TXN-0006050
2025-11-21,2025-11-21,PAYOUT TO CLIENT,73810,,-11712742.0,TXN-0006051
2025-11-18,2025-11-19,BANK / DP CHARGES,1592,,-11714334.0,TXN-0006052
2025-11-29,2025-11-29,PAYOUT TO CLIENT,38335,,-11752669.0,TXN-0006053
2025-11-17,2025-11-17,BANK / DP CHARGES,966,,-11753635.0,TXN-0006054
2025-11-17,2025-11-17,MISC ADJUSTMENT,,31958,-11721677.0,TXN-0006055
2025-11-27,2025-11-27,BANK / DP CHARGES,779,,-11722456.0,TXN-0006056
2025-11-29,2025-11-29,BANK / DP CHARGES,615,,-11723071.0,TXN-0006057
2025-11-21,2025-11-22,MISC ADJUSTMENT,,18057,-11705014.0,TXN-0006058
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,25390,,-11730404.0,TXN-0006059
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,107995,-11622409.0,TXN-0006060
2025-11-17,2025-11-17,BANK / DP CHARGES,1424,,-11623833.0,TXN-0006061
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,44676,,-11668509.0,TXN-0006062
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,53987,,-11722496.0,TXN-0006063
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,23801,,-11746297.0,TXN-0006064
2025-11-19,2025-11-19,BANK / DP CHARGES,1962,,-11748259.0,TXN-0006065
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,147001,,-11895260.0,TXN-0006066
2025-11-16,2025-11-17,BROKERAGE / TRADE SETTLEMENT,99872,,-11995132.0,TXN-0006067
2025-11-15,2025-11-16,MISC ADJUSTMENT,6968,,-12002100.0,TXN-0006068
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,26705,,-12028805.0,TXN-0006069
2025-11-24,2025-11-25,CLIENT FUNDING - RTGS,,54080,-11974725.0,TXN-0006070
2025-11-28,2025-11-30,MISC ADJUSTMENT,,45898,-11928827.0,TXN-0006071
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,118966,,-12047793.0,TXN-0006072
2025-11-25,2025-11-26,BANK / DP CHARGES,1810,,-12049603.0,TXN-0006073
2025-11-25,2025-11-27,PAYOUT TO CLIENT,167036,,-12216639.0,TXN-0006074
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,18113,,-12234752.0,TXN-0006075
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,296369,-11938383.0,TXN-0006076
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,173505,-11764878.0,TXN-0006077
2025-11-25,2025-11-27,PAYOUT TO CLIENT,149574,,-11914452.0,TXN-0006078
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,145667,,-12060119.0,TXN-0006079
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,179119,-11881000.0,TXN-0006080
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,16479,,-11897479.0,TXN-0006081
2025-11-19,2025-11-20,BROKERAGE / TRADE SETTLEMENT,107122,,-12004601.0,TXN-0006082
2025-11-22,2025-11-22,PAYOUT TO CLIENT,192035,,-12196636.0,TXN-0006083
2025-11-23,2025-11-25,BANK / DP CHARGES,360,,-12196996.0,TXN-0006084
2025-11-25,2025-11-25,MISC ADJUSTMENT,28088,,-12225084.0,TXN-0006085
2025-11-16,2025-11-18,BROKERAGE / TRADE SETTLEMENT,137009,,-12362093.0,TXN-0006086
2025-11-26,2025-11-27,PAYOUT TO CLIENT,171254,,-12533347.0,TXN-0006087
2025-11-16,2025-11-18,PAYOUT TO CLIENT,174227,,-12707574.0,TXN-0006088
2025-11-15,2025-11-15,MISC ADJUSTMENT,,6338,-12701236.0,TXN-0006089
2025-11-25,2025-11-26,BROKERAGE / TRADE SETTLEMENT,22027,,-12723263.0,TXN-0006090
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,89956,-12633307.0,TXN-0006091
2025-11-26,2025-11-26,PAYOUT TO CLIENT,160289,,-12793596.0,TXN-0006092
2025-11-22,2025-11-22,BANK / DP CHARGES,586,,-12794182.0,TXN-0006093
2025-11-24,2025-11-24,MISC ADJUSTMENT,39173,,-12833355.0,TXN-0006094
2025-11-17,2025-11-18,PAYOUT TO CLIENT,69562,,-12902917.0,TXN-0006095
2025-11-28,2025-11-28,PAYOUT TO CLIENT,139972,,-13042889.0,TXN-0006096
2025-11-22,2025-11-23,CLIENT FUNDING - RTGS,,160963,-12881926.0,TXN-0006097
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,238042,-12643884.0,TXN-0006098
2025-11-20,2025-11-21,MISC ADJUSTMENT,18329,,-12662213.0,TXN-0006099
2025-11-20,2025-11-20,MISC ADJUSTMENT,,41023,-12621190.0,TXN-0006100
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,200251,-12420939.0,TXN-0006101
2025-11-16,2025-11-16,BANK / DP CHARGES,147,,-12421086.0,TXN-0006102
2025-11-28,2025-11-28,MISC ADJUSTMENT,,39627,-12381459.0,TXN-0006103
2025-11-28,2025-11-29,BANK / DP CHARGES,799,,-12382258.0,TXN-0006104
2025-11-23,2025-11-23,PAYOUT TO CLIENT,36652,,-12418910.0,TXN-0006105
2025-11-25,2025-11-25,PAYOUT TO CLIENT,69498,,-12488408.0,TXN-0006106
2025-11-28,2025-11-28,CLIENT FUNDING - RTGS,,124060,-12364348.0,TXN-0006107
2025-11-28,2025-11-28,MISC ADJUSTMENT,,49853,-12314495.0,TXN-0006108
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,50802,-12263693.0,TXN-0006109
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,192712,-12070981.0,TXN-0006110
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,81920,-11989061.0,TXN-0006111
2025-11-25,2025-11-25,MISC ADJUSTMENT,6257,,-11995318.0,TXN-0006112
2025-11-24,2025-11-26,MISC ADJUSTMENT,45165,,-12040483.0,TXN-0006113
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,141740,,-12182223.0,TXN-0006114
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,108639,,-12290862.0,TXN-0006115
2025-11-16,2025-11-16,MISC ADJUSTMENT,,27655,-12263207.0,TXN-0006116
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,208642,-12054565.0,TXN-0006117
2025-11-26,2025-11-26,BANK / DP CHARGES,1536,,-12056101.0,TXN-0006118
2025-11-18,2025-11-18,MISC ADJUSTMENT,28423,,-12084524.0,TXN-0006119
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,279991,-11804533.0,TXN-0006120
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,42677,,-11847210.0,TXN-0006121
2025-11-27,2025-11-28,PAYOUT TO CLIENT,73821,,-11921031.0,TXN-0006122
2025-11-18,2025-11-18,PAYOUT TO CLIENT,61779,,-11982810.0,TXN-0006123
2025-11-17,2025-11-19,MISC ADJUSTMENT,35102,,-12017912.0,TXN-0006124
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,285710,-11732202.0,TXN-0006125
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,265815,-11466387.0,TXN-0006126
2025-11-29,2025-11-29,MISC ADJUSTMENT,,41880,-11424507.0,TXN-0006127
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,220920,-11203587.0,TXN-0006128
2025-11-29,2025-11-30,CLIENT FUNDING - RTGS,,246957,-10956630.0,TXN-0006129
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,36845,,-10993475.0,TXN-0006130
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,116484,-10876991.0,TXN-0006131
2025-11-24,2025-11-26,BROKERAGE / TRADE SETTLEMENT,127532,,-11004523.0,TXN-0006132
2025-11-23,2025-11-23,PAYOUT TO CLIENT,94306,,-11098829.0,TXN-0006133
2025-11-18,2025-11-20,BANK / DP CHARGES,1528,,-11100357.0,TXN-0006134
2025-11-28,2025-11-28,PAYOUT TO CLIENT,139034,,-11239391.0,TXN-0006135
2025-11-20,2025-11-20,MISC ADJUSTMENT,,6645,-11232746.0,TXN-0006136
2025-11-18,2025-11-19,BROKERAGE / TRADE SETTLEMENT,53693,,-11286439.0,TXN-0006137
2025-11-28,2025-11-28,BANK / DP CHARGES,1178,,-11287617.0,TXN-0006138
2025-11-16,2025-11-16,PAYOUT TO CLIENT,199458,,-11487075.0,TXN-0006139
2025-11-19,2025-11-19,PAYOUT TO CLIENT,33946,,-11521021.0,TXN-0006140
2025-11-20,2025-11-20,BANK / DP CHARGES,237,,-11521258.0,TXN-0006141
2025-11-18,2025-11-19,MISC ADJUSTMENT,,26634,-11494624.0,TXN-0006142
2025-11-20,2025-11-20,CLIENT FUNDING - RTGS,,207291,-11287333.0,TXN-0006143
2025-11-21,2025-11-22,CLIENT FUNDING - RTGS,,212823,-11074510.0,TXN-0006144
2025-11-17,2025-11-18,PAYOUT TO CLIENT,50831,,-11125341.0,TXN-0006145
2025-11-29,2025-11-30,BANK / DP CHARGES,1453,,-11126794.0,TXN-0006146
2025-11-28,2025-11-28,BANK / DP CHARGES,301,,-11127095.0,TXN-0006147
2025-11-15,2025-11-16,BANK / DP CHARGES,745,,-11127840.0,TXN-0006148
2025-11-23,2025-11-24,BANK / DP CHARGES,923,,-11128763.0,TXN-0006149
